C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,nonce
229954710,-44055508,-1618583159,-289680104,-1389757656,-403064126,451176338,382711204,89876
1960269208,-1803750659,1917643623,932969870,-2009266922,1534903605,-167629777,848290325,89877
1558937608,194859798,745275162,-370441005,292796582,2140978527,1669532198,-1372975048,89878
-1183610332,1955630763,-80012195,-955312930,733137810,-335281780,-437669933,1287046628,89879
-88321654,1026155901,1203247975,1521254092,696844348,1593980861,677668961,1580325525,89880
1003452913,1621556288,1290454908,959388168,-1779222859,637298675,147604599,1619730256,89881
1767129636,-1669130652,1886708031,-66495767,442516470,1662183344,-37882351,-232833469,89882
-1459631222,2131649456,2144869494,-758681948,-1895983410,334344997,-836246561,453181410,89883
597942842,256473069,1438427709,1225261925,-1762863124,1066537846,-1476222146,744802515,89884
764702759,-794401354,-1896577976,-557022314,1977650695,-1077787445,-166862850,1950938652,89885
-1518901957,1277112825,-1346578265,-1260994140,-1257912476,-640407184,1733020003,1033378161,89886
-314635907,1148939421,-553029621,1739046670,316962852,575777405,-1454186496,1428349835,89887
-439214428,1723778778,-1123195408,-990530973,-1578190610,-393491350,-565751611,-1217370380,89888
-372297938,-832593978,-1505763827,2018131423,1220432235,145233288,1460873007,-561334178,89889
183755914,1997182668,-1140431544,970246042,2049840497,2006126790,800951377,198462080,89890
-1070236720,-616192634,338703763,1660595896,2122408345,1265323839,18499664,-3202128,89891
-1745061443,2088773054,1598319654,-995950929,-1659360817,1472902668,601366042,1550382161,89892
-666107578,1682677858,738340340,1933855885,1152548653,1655231637,1226537432,-1985989763,89893
1198838859,2044566841,1479665331,15771387,-1373834020,362497783,899082452,82744910,89894
803609455,1764509374,-1021549767,1765074564,1481682882,-471055982,1719277548,-1349538209,89895
-1878908037,248129086,436559885,-191600863,740465466,-1366928718,-1941080338,-1910230655,89896
2043819561,630112460,-875998912,166375372,-299451037,924908896,-708479282,1978307739,89897
108825865,2101394688,-339673837,1172618860,561224132,-1603540355,392638168,1491135277,89898
-1154907070,1137321781,1397530980,-1714757301,-1560066243,-416208352,1921671763,744630981,89899
1789822860,1654177417,-127622842,-1504442658,907159877,-2007655677,-486095553,-1617754109,89900
-1918022588,-1261405373,-1496359232,-663832888,-131532839,1176991566,-665352315,1475220143,89901
-867589512,899835393,436661310,1985982047,1880622722,-413663509,1284185318,954713004,89902
1380137792,1086945812,-543627959,-1922931504,-1170762099,-392871066,-296572122,369590248,89903
91426294,654265999,-555651376,-2140575541,1438635146,596540641,-157730115,-1628585420,89904
-1620880392,-364297462,1674205737,-1746600044,-1582652114,-535373908,-1846573013,-537640527,89905
-1838954648,1898079564,603519506,407113120,581471658,-2125419558,871476528,-1659530124,89906
839475912,568996398,1258648286,-1820930195,217308227,-717439782,-1996559041,1837291389,89907
2051996985,1680318248,-742121052,-963915284,1301247949,25642100,-235141859,-555993234,89908
-1203686124,2137522194,-254483009,-1851036124,444349899,167733063,279517043,-2037696568,89909
-1238500166,-1471653521,1691165413,-1975754319,-326712494,-505981791,-494123273,-650484810,89910
59172993,1399788972,1035030811,-1126463741,-848648271,-1377353476,-365933465,1849868252,89911
-259138655,20703455,-1986060160,-1900015028,-1064065056,1372800445,1975457155,914947629,89912
-1980725407,-2013759663,1628259137,1592804024,-514630865,2085579386,825084582,1310019459,89913
945535712,519832103,-1913684595,1171438413,-784295656,-171130063,821512723,753085327,89914
-791657071,-1007482469,274300140,-57299773,1164880270,-934859508,-1824388971,-1162349667,89915
-1817382127,1038473690,-1168279289,1283497502,881295692,-2038241204,1899571804,1626741734,89916
2141454438,-1305669435,-570693414,-99839391,-1801038556,1498824283,-542760494,2087485768,89917
1322503552,-1104479200,-2006602240,1896026119,-927179816,-1049859518,-429548755,-1857454253,89918
-912427660,716692422,-2084461074,1931364916,387845456,-1449190047,247405116,194228628,89919
-1250835670,252088244,14961540,1584592856,-1897817654,1628262819,711851374,1682436856,89920
-1239436991,487702028,1454174629,770191949,-1080829973,237375521,-2034462230,1747462107,89921
1932594606,1628180737,-824920932,698030972,1440324509,1767477766,1015233597,675774977,89922
1312427948,-164848207,607261875,1956422401,-1004783611,-1710614699,-2010131915,1943696516,89923
-261254052,-379600763,2140254820,-334350997,477846884,1334454640,342014138,-1323354162,89924
-1956193739,-193671157,-391186305,1080053304,437484147,-1391345895,2106762889,783244697,89925
-446401945,835507745,221872350,-1966166564,895341484,623006616,1834492631,-1471302489,89926
-310335064,-1676834430,-1979387879,642109427,-991506419,555260122,-628129297,-2029947122,89927
1169884407,1786876795,1926177722,-1408045099,-2142147101,-739210629,281587197,-1360205067,89928
-483852252,-74360240,-2043878623,684759824,-2094024317,-2136521053,-1563777213,-246785832,89929
-1329117664,-1789424546,-513750605,1585381929,235922803,-765163784,409174027,-228290842,89930
2001964974,-1078126371,757716642,-1967318815,1615288884,1700042493,-394304105,158531517,89931
1277039433,-210247147,-955677699,945812821,-520645018,800108971,1725373231,1171081049,89932
-516780675,-1659519117,1509066527,-2117106805,1242822694,1363521142,2065279626,-1027673195,89933
929061280,701422176,-1722042677,-966538922,-1682495951,-1906743657,1416463798,1085735331,89934
-798138958,-907546056,1899735591,1141353927,15891054,-1773793950,692700710,-1899960294,89935
-245210973,542293932,591364957,-681401942,-1973999968,-34527609,1363013805,-398063077,89936
1788941359,-1200668499,-363728145,384508755,-2107487172,-977060166,-977637412,1733846426,89937
1655988838,1244968729,-833958743,2014159838,1691242045,-1444302471,1566635834,-906285399,89938
351569642,37641193,1583461378,-1733890361,-841255472,1992740081,-1219101834,-491952851,89939
-842188218,-613505446,70284633,-785137853,22722471,-888922643,-921443354,-1679419827,89940
-1358927687,-950477148,1218897891,693232042,-509687542,-463628488,1953390880,-1248890287,89941
515569821,-1353295573,-957003012,-1882020242,-342915771,-288975024,-1972722659,1385471746,89942
-648618473,-2145277791,-562673650,122754831,1152838518,350654808,-337704289,-1880363181,89943
2077816405,-524622653,1381945176,602707128,1498097287,1016081089,-1019489615,115325204,89944
759391705,608600599,329587370,1630613869,2026230594,288728166,-219504186,1303088607,89945
506527189,656988650,1947241839,-459940451,1594780667,-1653221883,-1194001017,2026085479,89946
1149765553,-1174198292,-53644503,-2059126121,277885538,2114890551,-1744408972,2078467173,89947
-266971831,-544646769,-1001858571,679806432,-1874125530,1675773023,-1836753237,1457971553,89948
1409785027,877440018,2049177882,-1590961018,1008590269,-1919500092,1711125609,-875330559,89949
-105886498,-455446673,-1647190448,-2046198219,637247745,-1017279467,73819780,655855343,89950
-1189503694,-52420849,-103852782,-667550858,-53469005,1306888767,1758197411,1460878006,89951
-288778713,662991289,-2142738504,-810358312,739226569,2019907195,1808960629,-609969715,89952
-366720492,-61551039,-2070973703,-734466300,121952154,1903738377,-1045924215,-1667255285,89953
391301265,-1311105771,-1385159705,995535663,-12143971,-255485379,153220583,990934854,89954
1821924970,-661387433,-1816326673,-1196744528,-2143984194,-737684618,-2040552548,967046590,89955
1384748560,192600287,611557631,900872935,451564902,1387123551,-810363169,308415485,89956
-1850262281,-2028658728,-733587984,698731560,2002256996,1150952588,1579096824,-301950784,89957
529163103,-472227798,57264024,-304353076,1602345324,-767585699,1819082271,-906570380,89958
548542291,1503549760,-1550018510,1458572660,-686154439,-1955423777,-1325742396,1034092310,89959
830022303,-934840797,-1518470063,-1944468610,-1223186771,-630798831,-1804094816,-1422213463,89960
-252684922,-1590060960,1418108454,-1872875062,-818413446,1685793008,60489797,1909761452,89961
-957946731,-165492956,-1105903429,-380445201,1764794439,-1641260173,-607261527,281135793,89962
-500139998,-1742147597,-1190509577,-1643748854,1440616212,-1354831516,-1071536687,427517213,89963
-1418316333,-1548569302,1656771745,30939611,-1468512290,-395701693,-126257546,-139667259,89964
-214925771,-745008440,1689768205,522210934,619326350,-1042533780,147273125,-340940247,89965
-1418410197,-934994478,79765506,-1557543311,-1844620571,1682400582,-2034928723,-2138749579,89966
-1574815458,-624791712,1233758796,1600595669,856531071,51114639,-638728734,521504526,89967
219765253,-1312216119,236944640,191919481,1839103532,590357771,465761637,2011890967,89968
701872079,-642128314,-1111922375,930098161,-1132527909,-1062432585,663758041,-63574721,89969
-1471361044,984156210,945421305,1773184240,-198843481,-177523175,544205707,-1225630797,89970
-2130985334,-479013407,505896541,1600565107,-164439648,49695091,1037112742,-684364330,89971
-1029942612,2094191592,-852873783,567863414,-1062019554,316006944,13586386,1459357646,89972
1987780912,-74879372,-1209109800,-1303067014,-1960766903,-1851286292,907179488,-2134988315,89973
-606663112,-1036932002,-1906139398,-431661096,1107849802,-1760614821,317763295,-2120808743,89974
1698002582,-240555055,-2110578760,1825071488,-1994122495,-1762408484,1952950241,139027261,89975
1374625844,112871454,24846980,-269086567,-154855044,-1128972934,-1392519840,-1072757504,89976
-1344169579,182427315,30964922,941109913,1511800767,-1453094100,1349358693,-208594847,89977
966306230,1642993775,-1011588967,-1340547220,161729846,-299818719,337390720,-296866328,89978
1556304958,-82070108,488593105,164643219,-293403861,-2048664705,77368854,-1444326998,89979
-1185033420,1193328689,-1040056327,1429671244,1844002304,2092810843,1991490480,1702718649,89980
1436996361,-796282976,-1450113844,504166395,-660382845,-563626783,-2002980631,2140936808,89981
-1722223354,-2015934967,505585739,-858043899,-343598290,-910014070,-1088884438,468173150,89982
1511063307,-1950372164,1289494896,731565714,-845483674,-511688954,1502366929,1840105157,89983
701433270,840233701,-1603556310,107048083,-1329545919,381433844,-1637649762,-682302016,89984
-900182233,-1587159723,-1790531922,195002858,1079242665,38090656,-1631295098,1130031017,89985
483446967,1260348613,-1079385575,-1356134571,379234886,130047592,1285968518,-1134731362,89986
-1891977598,2019307746,-1245096601,824984879,-2019645812,-1254477493,1374240793,498117294,89987
1062285684,-440819189,2026783475,1065313015,-1805327586,679366426,-690645024,-534647779,89988
-948514754,-1348761851,1178397137,-1172905820,1503265957,-1816950426,1469052105,-2011130328,89989
-972130629,-155389221,46278199,-1380644299,-313433419,-702160585,-1059553522,87180628,89990
-619571711,766372138,1133199975,-1201173171,1677197640,916406388,1465256326,1473035783,89991
2026620240,-1722677361,-1644904359,-586521470,-317279438,-752980648,1507155212,-1602251908,89992
1401510456,-250134254,178914204,-552457532,-1081346439,1339202402,-594922906,-745050318,89993
-763865430,-415318687,-574875995,208037846,717186509,-2010793456,-889569649,-1394761913,89994
-1841134327,1681023750,706365818,89795490,413424806,1311604876,1202641767,-993117664,89995
-334334268,1134259064,-1339086785,-403627468,-214747097,-939405765,1381125017,-1029160601,89996
-1182876610,-807124632,1027812949,1129812597,-148838004,-1423700023,-2065134804,-939124939,89997
383610605,47353992,437806145,617693257,1306095501,1125062868,124900908,345938588,89998
-2023247637,-1292253883,-1579497709,1543070013,-1899362809,16707618,-2096432197,-301525587,89999
1775023698,-391878984,769002646,987394175,-1584970735,1642717263,1035398140,1443160881,90000
794840358,1785049493,1231290701,1692138237,-1196836764,-1465239131,-1718535518,-363727276,90001
-457504965,692644235,-1511025887,-1703910465,403426162,1898749677,450348973,-508022117,90002
-1468077705,-999681840,-372202782,1910057211,1036318449,953079761,-946618897,-86881834,90003
1627086788,-1026677721,-1252850870,1456152121,676972811,1005155208,1199820130,-1979974883,90004
-371398060,362278994,1038689493,-377080698,-1981229907,-684730981,-771193429,885393720,90005
-1460649894,-839078267,-1733831908,-1967556115,-326202123,1617329257,-658455262,-391306259,90006
-1133154567,628328978,-506553636,-132271843,-1774808772,1728410909,-2012064190,-148605547,90007
74021549,-863944533,-1307741507,-1063802299,-1712285173,338709609,1176866601,1901307353,90008
-1602157968,1841409939,-940664459,-1803409791,-717641062,1064466668,-1848264529,1500287194,90009
-1730170050,-776860603,-529930982,1320660098,-165602569,-942524344,-1923497573,1261372974,90010
1064020137,1769805754,140866866,1955997535,1591663004,424053425,1808664221,-716118239,90011
701637578,-868817752,690265105,2005446147,-745383375,285997729,-1325719692,1055266640,90012
-1782900920,1723438376,1888387746,926088171,-1849958268,-285000066,501651710,-800329412,90013
-718629732,-1974213118,-1835276971,1847372758,-947838716,945375111,102563653,796034503,90014
980715685,-1119745437,1537619862,118703617,1373026535,2057458777,-837982247,653233805,90015
1587411216,-937061900,-1307430320,1578067729,-1915657297,444520039,-420019864,607446869,90016
-1514703559,221527057,473955518,1560368696,-1663748482,-32686833,-342178540,341437532,90017
-792496507,-716602699,1318439043,500719304,1957330307,1983639022,-302838059,-483524839,90018
-341963346,-2143749847,-403107000,147947560,670144489,1217966942,1211788512,-1726008237,90019
960263460,-1280373618,722751407,-1555828757,1642103205,1454298171,1959064437,1972436164,90020
462429934,-675487746,-1789654598,895398886,-443228005,2119925436,-667084860,2090069909,90021
-1907981481,-511671117,-1840011157,1638749399,1215362226,-378478454,874149018,2131454966,90022
874139611,-1197584731,-1624413258,100531145,490259627,-967602123,-134381887,1120952566,90023
1011835435,-1654685546,-1400564152,947767079,563032604,-1549105728,960370220,-1957856702,90024
-1030468729,-583624716,1047975958,-1751582298,1212866932,2061994750,-1779735465,-1023187648,90025
-443926496,1104325248,-2087784544,-1507678813,-1009398468,-279420982,-1948309349,-1543581503,90026
1566125074,-2024434303,1505762552,-218258259,-825437380,2090315413,1987969922,-531965316,90027
1957185779,618474522,1507681168,-263322177,823593639,1853540414,1585162638,700860756,90028
-1444544139,-1543340489,-602753081,1685707309,-1160979800,-1943817776,-1856520495,-1254235938,90029
1169862729,1889357303,1607544115,1900974905,-1592028512,1777033319,282291132,531126753,90030
-1565886660,-1877318307,758585604,-1647938143,1062404470,419156380,1475845962,-1562447551,90031
1521141922,1453396541,-455645745,71534830,1284737035,-35523350,165721821,548473454,90032
-472970469,-2135911229,-1625532200,-1898348061,-1878447815,606175982,2136102756,1693519887,90033
-1866646889,480978663,-326033989,1008126609,-2140356046,-77087584,919491184,1058837241,90034
-1262926675,786202274,-1901297394,-1706832550,1690457914,-1374537271,-1783855248,-227454537,90035
2131138214,1174612095,-1310826051,199816722,-390989959,-977544693,962025848,-1073971206,90036
-586170020,128424443,-935396315,-2143647776,1875002707,-1688027798,2085903358,398595480,90037
1604329394,2003227051,-1636596809,-731853605,-1968469614,-67789860,123068968,-697163919,90038
-806759324,1720750913,-750373936,607692084,1773515334,513348811,-1880951571,1069793856,90039
-802327007,639825103,1127408174,295338485,1086080865,-1974516829,556170717,587766266,90040
-754694106,1609230273,1348366134,-1222027922,-288253963,1416762594,45547888,1252182975,90041
-1122000134,1619409610,506106047,521043441,1561274236,-1003359708,-1400571934,-1419940418,90042
-1503815627,1456884705,1144883436,2048992195,1239935248,-160064943,1114542506,1158151865,90043
1101202047,-665827954,1100061015,-1639428284,-1227553995,-1991805387,-1271338248,1872034614,90044
784009967,1662682427,1294057578,1292568114,-784640312,1255971147,1145008109,-1915574353,90045
-956765244,-1831039947,805903901,835198590,-852505018,-1792070202,-918456899,-1909565239,90046
1446192454,-657241061,7189607,1080170688,2098457954,330952880,-1455974154,1795795162,90047
-2039946165,-331426448,307249374,-141885423,59381683,1909519113,187338415,607580346,90048
-1608522449,-1248599354,483673895,902747147,1064598472,277084708,902874111,-402563721,90049
932996141,-1810240223,1485142877,-377980280,-1485640513,-402994520,-31964241,749531039,90050
1166267159,-1708478722,1448542815,1782829091,-2142083356,-714187982,1335602649,-1070518349,90051
491995802,-41555235,1008184016,-377056094,-2137214017,-991142508,-1521943594,1749332433,90052
1131149276,-1051615163,-569619963,-1641791843,-75735872,-1613133693,1807676685,538352984,90053
-1120048447,1697737682,921901681,-1471241431,1494105476,-1232367327,-74566550,1412747246,90054
1293024570,-399454222,-2113955759,-1499541631,-1114926680,1219604862,-818598234,1633958695,90055
1983334589,-1207627853,1214090436,-468625044,150822181,-1787822458,-1703762031,-1882449971,90056
1045138916,-517272733,-1554952469,1627834486,-149771169,-531810193,-1270218406,475928408,90057
2001624990,-447842252,1132679038,1144806643,491707928,2085466962,-710003211,1032837233,90058
-681342998,-639111297,107580583,1290579237,1980695483,1034472750,-1024138198,-230775169,90059
1672051408,-872879226,1779365483,40336164,-1254590932,472234751,-493545323,1865750346,90060
-915962533,-108939266,-1809540778,1378461104,-566273645,1829331725,444495739,-1191209358,90061
-1092023598,-198481323,1773338966,-1481746189,1936268168,-1235244450,1851758219,1066457713,90062
1066590781,-1051767121,606478183,-928235081,1577645444,-240634247,-1514536986,-86578204,90063
1636706844,-2066480678,-1453500945,785902621,1674522524,223314254,-622028317,-1456810552,90064
-1631557694,1105165534,1484803694,276032250,1524154094,-1669538830,-579305107,1555313513,90065
-1382426337,2038455269,-1921546927,-826419606,-1094801501,1581658100,1591637984,578752420,90066
-932969748,-1473929518,772529609,118759666,583036029,2015556547,1594332739,-1991766614,90067
-1133529475,1481851459,-1661989676,-884550426,1116344013,1289175507,74612434,-1103362548,90068
662722374,23499530,1238884195,-1026438964,-1688258581,1167318708,1515247995,1275128670,90069
-355234344,-403943349,226687157,2030427386,1812576335,729213790,959380329,-660977170,90070
1800878108,1076504968,-535747821,1044012498,-1237651568,-1010262534,433891210,1004695530,90071
2090049361,-905649816,1639001618,1149543311,-2037440917,116898801,-71912000,34409779,90072
-1570230128,498593194,1157738720,1329864374,2075841063,489559338,-197889622,1194757734,90073
-1260626702,1269885127,1572106523,1722240505,-577445139,700018967,1863165177,-1886519433,90074
1563897020,1288830572,1989500800,-1745118461,-1532792793,-1910802934,16588434,1726260355,90075
-1882000330,1111430832,1238361725,-1220390683,1644724475,59771265,-1163965107,-253394331,90076
-1145343449,-329030291,1885993766,-171058939,-657286199,675305960,-720179779,344703468,90077
1264987189,-64700488,-1530357287,1575192544,79301272,1471345378,919256382,650818919,90078
-660027919,679415033,-447290579,1505373862,660298618,1915516539,1034046042,2112074700,90079
1574683291,302713157,1743327632,1247917790,738761983,-1581845838,1658733248,193118541,90080
-195829169,-1916459673,-1099772522,-385149895,-1644404601,2047100375,1031998418,-2143122935,90081
302910278,883332606,110954776,-1352888645,939947279,-1196210497,-1122496888,-3090339,90082
-93481428,-239461979,-1700185675,1215970853,-1987198588,1094647744,580424563,-1570035832,90083
-1488048708,636324064,1051693235,-359712976,1216671621,-1083241165,-1093689663,-1879286690,90084
1674082843,-281679707,1408099724,1266696680,1344136974,-686658898,-1644283900,-985548866,90085
1263957182,1622768222,771238343,874142002,-355058478,-1425421969,1359899079,218703360,90086
18450809,787614944,1735195158,1876390807,-165762871,-1614785171,587100016,1579286675,90087
-1868045504,-832235783,-559202540,-1042942309,-1132749169,979337377,-1708217931,1153856673,90088
976948880,-312172685,-1093321797,-2049218695,1154534315,-765178488,-2019303409,1119028303,90089
2116227923,165884050,1148841207,298180125,530069604,-223208426,-909183056,-1057551456,90090
-1849692279,-1326635092,89698782,-1495122240,1269466533,983518125,-1550975212,-1515147599,90091
-1763765594,-1851520675,-1538874895,-200417319,-1978128783,2109134316,577543767,-336687833,90092
1825510500,-330977282,848072090,-2058128096,496214808,-726159536,-629896405,-16598518,90093
592669305,1500496231,-1325831108,68492619,393174952,-660758392,1687228273,889863053,90094
1852268228,1777521424,1021590751,1705533031,-1962031470,-1735195330,-1826246668,-495566392,90095
1652028896,1644470033,1824410945,334892493,152761082,-1414117065,-1658950521,-2077547325,90096
-189858115,-1562697283,1267469072,2099750613,1150198254,-833461988,-412843576,208214338,90097
1270901616,320226993,-2039789625,1734014941,86844026,-1070688288,-1776845158,260018331,90098
-2089759311,-149107138,-977307140,-1763007150,1505056849,-115400248,1023740614,-1195461792,90099
-997675305,2056909365,2032720624,408581469,1466573568,22480821,1721323865,-1892811112,90100
-694456882,883747208,-1487012684,823924781,1792520827,2006273594,474005042,-870013342,90101
-263193472,859081964,2020256928,1111012087,-2100230725,-985017463,-160926897,1661751500,90102
1763134176,1158491524,1294927096,37585264,-1762788760,729152056,165695212,1109580983,90103
-1684531893,-1580491366,-344702977,-980154362,-1110562763,611207569,57660712,-1844748547,90104
1237392965,-709222984,306457682,1816463412,1971416050,245713212,939183321,1744157000,90105
-421794622,-413640853,-1217394820,708446876,-855771186,-1173992612,1069591104,1278057875,90106
441674833,48032075,1230587736,-1049763524,-1602642682,1316622510,592366217,1524078139,90107
1927512347,1258431501,-878006587,-1661725467,-541992257,-1999186365,-982637501,659779850,90108
1280910131,-1290102958,634026510,-1417363771,-2111164962,-1044946240,1284777832,548291540,90109
1121493390,-64758261,-1515775961,829997470,-2116435922,801779303,-76459770,1651680674,90110
1733661134,1734767135,782838743,-351663383,1940537928,1684279128,1943485452,592598855,90111
-293099140,965407063,1051602827,452882031,7759312,-2012742747,1141542159,-1493966195,90112
-1004000940,111152763,690775978,-142645900,-864509999,79176436,797955870,987704319,90113
-882086304,-1858563079,-990486112,-1116802371,383404975,1814738476,857751209,1204347488,90114
-1465169836,335835044,2079323884,1716017727,130440879,-1860385746,237701511,2059691701,90115
-761433854,1878321671,1234554523,-1404688861,-1084008130,1542447279,-1209798585,-1818126125,90116
-2067725106,-1839900233,-982967002,-398878005,1236015546,-920067400,1142675799,-1414364341,90117
898693306,1621551113,120835735,-1379547588,-711911545,-1223427468,-895348604,299550899,90118
-464217010,-285954663,1120561979,782968840,-1452825461,2087305715,282757607,1356240680,90119
-1258764975,-1929281554,928662154,148764632,-694063291,-986766116,1496100652,1813322630,90120
104424408,-1143882445,-929334108,1942169901,803554159,-1387542298,1487334937,1158927641,90121
1897687259,-1206738387,952748510,251574765,1192279652,-1368157092,-1304007233,1140860171,90122
236353056,-1230744679,-1247306936,-1883883214,-996407082,-2097986867,-844402753,-366134551,90123
-2061444849,-510311310,-464306570,-1443730074,1142925490,773979124,-389926229,-828277626,90124
1144461851,1712096472,-410564603,-1500398858,1533781900,1468677724,-1988245759,864541037,90125
547418279,1523078695,-712358045,2021281682,-1179104492,1798229886,-2098196543,576057888,90126
27447246,-148510344,814909899,790258525,358171417,313861899,-741332197,1859931235,90127
1221111187,-1175455691,-736096624,-806238244,2061778010,-911094563,51299610,-273023339,90128
-1307658096,-2090587989,1493019011,697024759,1308239347,1462647149,-553594531,-205321222,90129
-1828681281,2100421058,2136567572,-417049471,-1564128959,-1325619322,-693391053,494630,90130
-2133869076,1046154977,1259898514,-909569193,-1248888090,954803054,697275367,67874254,90131
1270800373,-531609956,-881298558,702522761,558223837,1009815794,850755065,1647640099,90132
74339074,-1945270178,-480817748,-14239162,-882241967,-55152945,-488629442,1222606270,90133
539541709,-2070387396,-1536664908,-712132971,1149783977,-1280062313,1907340891,1724865593,90134
-99956172,1815735346,804398392,1143894846,-723902609,788784224,1079483285,317092394,90135
-1300051078,-658462502,1007514091,137129043,-650389093,547583946,1799276114,106264656,90136
1912481672,-1373466726,-1768499198,309467764,353663253,554172711,-255714384,1412410560,90137
-1003256868,1642077058,-2001053213,985081847,-1877522379,455825296,-1915678531,-598741851,90138
-1210934209,1336517616,-1565192418,-551110161,-1399878704,596287954,-2014712427,-2055227869,90139
-1201916006,-478033843,-1522951747,-415178646,766687174,1466787918,-2010859159,-1178206576,90140
-1472528754,-2102228853,1844212573,1397855947,1618116600,-1882308029,341984833,-1883137258,90141
-793335652,-1986543861,-1854501102,-1168484536,1919695629,1348610302,-1817357438,-1982922312,90142
357970231,-365261175,988964469,-1397539010,-1933229697,-2134268715,-723196281,918673351,90143
1180707471,1818043640,-196784700,-875597517,-990026503,-210839093,983290598,-561011317,90144
661850791,83957566,-218946518,-533289135,281122947,1039330300,-574755368,1857888331,90145
28940915,-2088573554,-1125316081,-176866501,1068569836,945143966,868981791,1184488644,90146
-2073786058,-641469514,-848884496,709066214,1800993109,-276255822,1577642309,1722312067,90147
-1624547992,-933112852,1750321878,247288618,542345475,873641999,-1178888542,1338421977,90148
1433464508,1685072821,271709171,578931157,-310197111,-975240550,1053372734,-219232881,90149
-1049899099,-117143360,1355946184,-1025679313,-1714412230,53485420,1544819023,-1963174890,90150
-1767333018,1281696046,-124371889,693064764,-433395743,1905205245,-972596810,-1201899618,90151
-892252077,189957125,1394403242,926371887,-2123155250,-1787579833,-2128758634,-1149183148,90152
-492055814,1127701415,-493573480,1727986721,-1352411547,878903655,-1062297412,-963674298,90153
-1665987141,1983216291,682461303,-1326198108,689035558,849567384,-1658753934,-1302003573,90154
222190332,-2072880569,57534782,-1058270300,76121273,-391690663,-1247856312,833319632,90155
1455351516,1309709822,646090792,-1784951174,-1807974738,-840053026,-293859797,878507977,90156
-743979964,1227272983,-1019704085,1089282391,2038218394,-37339895,-1517837483,1780348975,90157
1754719333,-543267021,-731166317,713985926,-1917487067,1574411024,1732108549,773969847,90158
622953887,-28212004,-388618200,197876911,1923932813,665971877,-165977253,-1990376780,90159
-320870006,-629603031,-1501396940,555916557,1375053604,-1157853598,1132386755,-1048124066,90160
334174493,127773036,1654010284,961955235,-551886004,-1344117786,507235935,-57026228,90161
946816619,1554897880,-1635879785,2126521403,2133294299,836091857,-1481364577,-191673013,90162
-708985879,-1351642224,-1525187931,-1139492671,2044270148,-1525127625,1366964769,147444970,90163
-1393249073,254846080,-18395257,1906962187,828563321,-874923595,-1854572406,1770213104,90164
-1795009414,582367312,-1727915805,1134172245,-1463375540,-293868857,1951006829,-184880523,90165
-1845162883,745703986,708874556,2087929798,160617355,-1725085852,-1924841724,-1132134683,90166
1830793074,-934016336,-299076904,1067034277,-1950652596,763463864,-1682716556,2030339905,90167
-107610874,1401430360,-170974510,-1330222696,-1417876309,-767014867,1084487375,-909291490,90168
-186040387,172232782,972778901,652455937,908527673,-1049770484,-1119891358,1982473715,90169
1987627218,1097579970,1173341101,2119714342,301514648,810075989,657338653,-581934398,90170
549221986,-1210552064,1101836010,-1294467804,-1520435513,-1816227989,-1819131267,-1116836778,90171
-287043530,-515518905,-1644117780,-1016574656,51171976,964679861,-1930531573,-2102026199,90172
-553375737,2027110169,-1729706993,-1874460574,-458948839,527650469,-1848997330,-2011802947,90173
-94301896,-1312272072,234984914,1411446734,282358005,-703682419,1261906222,2008477632,90174
1888527155,1296159004,69112371,-1064634153,1589002437,-1261883982,-1494981343,-1984102870,90175
-1624381510,-1131465316,-2131512581,1301479241,-1945487731,-1885414482,-610753467,-128698017,90176
823549578,-1274865244,-694158668,591620846,-1558128849,637873293,-778054583,-442616400,90177
1770046720,-1686189820,-1824228012,-1604254969,-383409788,1403552425,1734248510,-1529189539,90178
1783511224,-1151904469,-761696451,909567951,904727338,-692026284,1306416859,409323508,90179
1328307615,1354641518,-418072180,-844764820,-1546707328,952687113,-777281973,213518996,90180
-1428761589,603047639,-1340141827,-1257508286,-444483581,-742148669,1275843660,547878847,90181
330493704,1914164697,-1482897447,-241705242,496469529,1156503078,229019086,-94927221,90182
-817895332,-2036225709,-2040518761,-1078404448,1149973356,-741418189,-1828041573,-1279980268,90183
1167762801,458513729,1950560494,-738915692,364838905,-14043837,1565528368,998718715,90184
1276666764,-1994591920,1505899495,-490596824,1696512528,993955920,-327302589,-1701577204,90185
393394190,-1713976205,1956535425,614873355,-1009992994,342208943,-1373492379,-87761287,90186
-1333455322,-1309950315,-1825326382,6617635,-1392360831,1457634840,30627916,-795050082,90187
1792952593,-1219745162,1127676741,1570964997,1182322467,1351056818,4953719,1481513325,90188
-1712920249,-1045268467,399808091,-609063987,1165330528,-1103407947,1505247833,-1455415744,90189
2013310719,1185361380,1645756187,311725574,-988450498,124773564,-564540320,2102948617,90190
1616738009,-1823645490,24234737,-1700875588,1969278306,-709303242,534168627,1546237994,90191
167613625,-995015664,488358930,-335135308,-2017758973,1325184137,959435725,1903512770,90192
-90298994,1714383974,-2046789966,984310152,-1900617734,-1125843380,-1119411167,1522407213,90193
-266961731,1531443673,1070284955,1849665885,-940604731,-1108203566,-15386351,1081176583,90194
1052750461,-558321200,40112510,-175027134,-455944120,37982606,-1554133754,-1234379301,90195
