C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
507,383271067,993818018,14,896332187,572700,145169404,476971635
508,841155084,278027845,18,748743441,168590,432434410,473456363
509,662895442,526758389,4,552658216,788550,342224351,269802175
510,539194137,739350945,5,702877924,157248,851529209,815036211
511,52029878,60131201,13,196271765,457131,342224351,1014553948
512,997906085,188263379,2,913426900,393758,432434410,973668253
513,122621573,962746137,1,897522554,95537,851529209,1069917964
514,176425355,197196006,23,870377260,584097,432434410,733299364
515,1006396771,1067301320,15,952019051,322507,432434410,161064367
516,627009338,584372598,6,437978275,476896,145169404,578926200
517,380713499,653044631,10,698670418,395971,342224351,43668917
518,72679417,124745951,17,819356132,987166,432434410,152195123
519,371187335,276295800,5,742887505,907445,432434410,737367120
520,366116001,1070277402,3,1000662579,831509,851529209,411277116
521,1045561603,949253492,2,267274735,583069,145169404,297346700
522,716617475,378048268,12,188486346,635846,432434410,178940966
523,976633136,441641900,10,208925656,-27573,432434410,996801725
524,256039770,402884953,9,363711681,570619,851529209,220224751
525,73389967,717354438,19,231084610,393168,496218343,314861125
526,654904758,490451893,1,324832874,70593,851529209,233251707
527,837458863,1062301985,13,1017819052,442981,851529209,276063355
528,882924747,265018760,15,670038762,180250,496218343,773125982
529,450192300,62559589,15,268753936,964758,342224351,991244076
530,190239886,119055056,13,1013064024,499092,432434410,369699256
531,446714998,120439736,19,386666728,534282,851529209,762648960
532,482588766,202859018,15,25542158,172568,145169404,658720016
533,1055161217,91323657,15,886412335,543277,851529209,936637254
534,448710222,292350231,1,99026162,652097,496218343,652449286
535,948061455,1033222132,2,583830654,291280,432434410,804798060
536,488352343,289524778,12,224119095,334275,145169404,746817947
537,775687384,716748472,10,421489237,261479,342224351,96878017
538,286280828,3476713,19,50482078,-30395,145169404,271612309
539,1008379797,524282834,6,367720744,439033,851529209,528717166
540,271818791,643166386,16,209077521,919577,145169404,880989661
541,339291989,6387985,0,853043108,129554,342224351,993092074
542,443233563,279170673,16,729464530,310996,432434410,346177084
543,15011919,1059907942,17,124789033,608913,496218343,108821135
544,950312198,482842397,5,300771756,497468,496218343,596246978
545,821886187,725936738,10,855594512,750533,496218343,1036140946
546,120545459,166909822,19,509469834,311650,145169404,1017587071
547,50575766,479851789,22,287742918,605808,432434410,601688902
548,648245006,343555477,4,453009210,9045,432434410,495644348
549,144267713,70969548,24,750171826,9153,432434410,540648021
550,152599563,433479575,17,163015455,727082,342224351,253330849
551,360916458,521562928,15,113217662,-33489,145169404,1022823555
552,697094544,934400585,2,831179553,135324,342224351,605831998
553,534380113,391206948,4,569101881,480457,432434410,653078618
554,215925859,359389367,2,1028050863,839557,851529209,811663924
555,931540408,854141031,15,234700530,548652,432434410,270712149
556,279737949,762705593,1,884656376,794422,145169404,435572216
557,500113072,820512721,15,578108531,955904,432434410,1036007565
558,724973532,585999238,17,77373530,191223,851529209,813685650
559,762043443,324539325,7,120636654,587294,496218343,729852608
560,264361769,618594702,19,328608422,146959,432434410,247776092
561,1032363218,495985887,18,293950615,232344,342224351,300740322
562,310410000,449425113,15,763490905,923450,432434410,1067234094
563,638489497,463285421,12,775749435,323171,342224351,812278378
564,366479707,983838779,4,682859994,630759,145169404,242401801
565,678360460,997054914,4,687350840,268888,342224351,229901850
566,102269792,374489312,24,461235324,192810,342224351,15071724
567,494205397,423315821,21,531935115,847517,432434410,880585150
568,598102328,164686680,13,187334890,131756,432434410,61705105
569,57505442,675821216,2,1038265579,-79523,145169404,905171876
570,109725399,818217035,15,442565581,848087,496218343,1070431445
571,1035776259,416090132,2,776035502,899323,851529209,427433887
572,104917367,37023317,11,996994705,725265,496218343,29489876
573,848534250,1027855289,4,409450810,233396,851529209,879413708
574,12369566,452644434,8,185154637,978756,342224351,637699867
575,731884695,987325596,1,115165440,365229,432434410,779918956
576,254470911,690585598,1,635159847,209163,851529209,1039165558
577,183679760,179188721,14,1000917064,705915,342224351,6616802
578,768075718,732266381,14,864239665,618123,342224351,544860048
579,234644982,813763830,0,908970594,192496,145169404,93642846
580,882634980,944154774,11,978858191,-18163,432434410,980274372
581,391218383,231459717,24,1033418178,324210,145169404,271941169
582,127153703,929688403,3,707747873,487955,145169404,1017251332
583,635188236,164858271,13,314116728,368607,851529209,28151217
584,916876467,148642390,15,651893240,882570,145169404,299496354
585,339049128,625545957,16,509913432,782026,145169404,311376938
586,521460881,429221340,11,847619773,513435,496218343,155830917
587,276596404,449570453,6,884933958,707779,496218343,570354302
588,281536481,70545568,17,230375880,48389,342224351,989654882
589,375727548,987649490,19,866888349,164705,342224351,884865870
590,407067280,168899535,8,739346200,399354,145169404,793156493
591,317488289,872934755,20,62767550,634466,145169404,91569815
592,121930532,229413813,24,653772988,971275,432434410,68081833
593,238879914,865923201,9,905950560,23351,496218343,222118833
594,582132022,10565205,9,111501584,651842,851529209,675562747
595,925504861,967536201,19,547168403,417717,851529209,226852890
596,596048960,831687948,5,93798438,172288,145169404,546446507
597,626333325,507389770,15,990795335,244352,496218343,143855852
598,965074904,1006344190,9,398730624,324478,342224351,1029608965
599,203798487,22148319,4,975175673,600452,851529209,286857874
600,990972751,130241504,12,958868632,200344,851529209,283655025
601,706116939,541454728,1,963118561,976820,432434410,789214666
602,675457420,74521148,13,273509115,840490,432434410,647198454
603,911437607,432704282,19,747463284,816113,496218343,995874338
604,891868222,883129378,21,247666708,319596,851529209,848252084
605,395043114,199539568,23,668481083,-54973,851529209,897853102
606,181948782,97690114,1,142034992,967698,496218343,397916203
607,605840557,702901908,24,773261530,403845,342224351,403596023
608,570640085,282322398,16,1061216909,225636,432434410,228278639
609,256027916,390582542,21,867153595,365106,342224351,550644944
610,947364896,918051299,11,193703636,337492,432434410,1059913770
611,980830292,93371669,19,160748426,427243,851529209,607937730
612,506763205,351892791,14,670356026,766916,851529209,626871357
613,448506154,469370335,4,1057186762,667975,496218343,739015661
614,556203014,730571484,18,285297324,963024,342224351,519958478
615,75156513,506555882,2,291488503,-48248,432434410,560578768
616,719420888,586582085,1,767883154,689865,342224351,387415060
617,798709520,629357865,14,1026238801,362593,851529209,562682947
618,323950104,817858704,0,226204494,-93238,851529209,825443501
619,491343702,1065985353,24,1016071947,233698,342224351,106249259
620,190250923,976324000,8,388775806,579515,496218343,853639491
621,532811201,562608158,17,261931484,316428,851529209,1067437004
622,802117256,42320748,13,411996833,597411,342224351,706378507
623,197155793,990347472,9,211240155,788760,432434410,1035829911
624,995312418,431094437,4,842728739,390711,145169404,1904205
625,392571086,205736574,13,473672689,574489,342224351,271624698
626,14560171,417130845,5,106383841,544712,342224351,714767714
627,1039089496,671831551,15,666220647,582668,342224351,670009492
628,639622540,301271205,17,613601740,495425,342224351,568085789
629,950956751,747253633,12,540844367,510077,496218343,809584722
630,428985642,717481452,24,390281697,364905,851529209,57971823
631,546457372,393129410,19,161253442,260300,145169404,654161016
632,107094414,946174577,3,188330044,-48792,145169404,611461472
633,45932647,875507498,2,705857740,338552,851529209,1047895257
634,504244725,303178995,20,3527362,639758,342224351,922349665
635,34356567,1066210645,2,545120438,821679,496218343,911202969
636,905372645,930758557,7,569984565,366047,342224351,378272525
637,68667666,1043787094,7,940617284,751117,851529209,194662290
638,972846757,153774763,24,243476975,225840,851529209,1035070635
639,1034112978,930672480,15,572197242,489914,145169404,4754628
640,92711891,20143027,2,794139500,302584,851529209,740579619
641,425784991,537589177,24,620602355,33949,496218343,1054632103
642,389877,479828676,22,1056305196,568401,496218343,981264675
643,883422408,817890696,0,262300203,518470,342224351,340544749
644,263866089,975504758,18,437971137,618315,851529209,782045762
645,928935592,83370099,11,689938192,114649,432434410,344029377
646,522218740,807874140,2,483794272,607442,851529209,980220858
647,242316166,880955426,1,298344159,-13297,432434410,586314425
648,545667895,731138479,7,304202690,702924,342224351,1065102193
649,104001740,47195984,11,694287418,944254,432434410,418794198
650,708500516,559834191,5,1053947067,208691,496218343,186933151
651,21891553,1065673104,9,196351761,471631,851529209,823939988
652,432300527,1047203693,20,477181614,-91965,496218343,818583807
653,1062337186,770198998,11,88049323,730755,432434410,107209893
654,337018055,929847349,16,480732636,106704,496218343,560153297
655,372848929,682343789,14,637731315,172468,342224351,39270157
656,382075715,57939639,5,779497194,-39009,496218343,790458051
657,232269617,1019901290,19,649294922,872996,342224351,196905296
658,484107084,118811546,1,903544541,471668,851529209,478823024
659,133877582,220142824,0,912242727,529768,851529209,350720415
660,1020463725,786111251,0,550866921,211030,145169404,1022030211
661,893607243,701933787,4,757917646,173544,851529209,1069945451
662,438183335,74417989,0,772123571,451733,432434410,371769808
663,215820261,856735351,9,695431737,969820,496218343,1008433006
664,161323856,682448600,15,239337035,887821,432434410,870882410
665,1029593168,543715258,22,1034684337,-61679,432434410,983708358
666,897231937,228221368,2,528200573,453854,496218343,883418755
667,366771303,176426748,6,754511559,328876,496218343,416537385
668,57212116,139742353,15,147814460,818421,342224351,402279398
669,243277001,1061739320,10,521728325,601920,145169404,781310968
670,1018055446,561226942,2,770420058,673893,432434410,728974585
671,458705139,759651065,21,301647614,322787,342224351,590204680
672,927599489,854019640,18,300356830,777895,432434410,647774441
673,449296339,370290647,4,664216280,394258,145169404,748257304
674,372789894,139199879,5,1045741495,788964,432434410,184848616
675,229657912,1048111714,20,269026952,529526,851529209,545274332
676,682631515,316506414,24,495428279,552761,851529209,838034388
677,904126849,262816209,3,14002039,558263,496218343,502554074
678,985614707,805388521,9,682849497,630293,496218343,761341801
679,422184688,816602660,10,309584561,139444,496218343,838363267
680,388958820,384005842,12,494782842,436622,496218343,117303378
681,1041380020,185841629,20,771063268,23553,145169404,432605036
682,605566371,957415337,15,615217526,742060,496218343,633699212
683,290783068,142654806,6,939837713,912093,145169404,106371212
684,423251598,214437134,15,393879737,854590,851529209,519270260
685,841723470,832917849,17,141552250,203984,145169404,723984318
686,100050585,736202052,6,368878318,550336,851529209,889686498
687,753028593,1007807378,21,128546472,499931,342224351,917502509
688,447682458,1041567048,8,778391021,335447,851529209,636766144
689,90911607,167612316,24,962813423,148124,145169404,968715609
690,297665132,151460241,3,786731412,10345,851529209,885437731
691,491170575,34100932,16,909211027,956615,145169404,210164125
692,1038894258,70117206,19,591938799,27670,496218343,952070724
693,4824319,1051609958,1,301990888,657721,496218343,274955669
694,685675482,507664936,10,988068572,222265,432434410,916919329
695,285616471,366115570,8,25922359,912654,342224351,59577178
696,67024115,668487194,22,842900109,377897,851529209,1005196602
697,144927214,797687981,4,247012956,812184,496218343,354909917
698,99334585,289210028,23,327262330,289422,432434410,1015807999
699,5817015,493631112,4,632409106,-80922,851529209,485042850
700,30766495,224474517,0,1047928381,436753,145169404,382061814
701,192282564,46609728,2,976929009,14897,342224351,320810585
702,859865655,902622572,3,1007361466,478205,342224351,392106005
703,336949652,478492066,6,1038471010,399842,496218343,725728692
704,665223432,1058768229,9,236943373,44144,496218343,108963584
705,594602804,523450212,18,393398180,319900,432434410,485601870
706,810735788,901841626,19,218116020,649608,496218343,262716211
707,404758327,162269177,21,80843088,261952,342224351,1030817146
708,159488748,897816639,17,243342915,229733,432434410,316983126
709,256345447,671248721,18,469855465,-86794,432434410,461616878
710,292752731,630814499,22,878269471,741212,342224351,460299186
711,749759360,763944290,15,648870357,959151,145169404,726478655
712,529049558,320069123,6,370650212,866709,432434410,181793682
713,512218295,417377371,10,534892652,382903,145169404,306767684
714,1058430783,624388438,9,197898041,243810,432434410,566446776
715,759162722,900156949,19,393644089,8505,496218343,971665395
716,915793549,525193632,12,677514883,836499,496218343,636802968
717,994457449,724548070,12,722439981,851094,145169404,180910844
718,269626117,167269040,20,1020611158,843840,851529209,358182180
719,512383563,177664993,15,220407587,-77447,851529209,948353598
720,401812705,585723629,22,539549804,535732,851529209,1059695531
721,330693814,307405041,21,165724817,342064,496218343,705272771
722,149055527,783874189,20,311070320,272480,432434410,1071224485
723,507126743,156354720,21,1048995808,73857,432434410,949388929
724,655675057,1036064604,5,468453744,303529,496218343,818442630
725,512842423,824790262,16,125410094,503024,342224351,506015555
726,183038483,226913251,3,69739909,625381,432434410,592007537
727,897371157,341414220,18,631354171,80737,342224351,446184894
728,329268098,885093276,24,956670739,434972,432434410,323585589
729,364443230,161483605,20,10916972,894726,145169404,712110199
730,627835042,239958749,2,668625159,471822,496218343,920832216
731,166486700,362110998,7,579431343,931117,145169404,227546103
732,545821249,886489535,16,450318549,483051,432434410,972366747
733,760789139,211450282,13,508563382,435109,851529209,146176977
734,936436982,122274597,18,1046510315,975070,496218343,824550150
735,919146329,848530485,5,1046679325,29388,432434410,1001252902
736,906232649,436085589,1,1067147735,911468,145169404,187166764
737,595639201,1002166295,18,742218681,250173,496218343,453556047
738,413851763,464514201,10,638667786,273495,145169404,807635216
739,333065343,106844220,14,842419162,634418,851529209,1032772963
740,1023281302,987306085,10,892886279,173376,432434410,204166385
741,836546069,907289781,12,825138722,919541,851529209,1060467503
742,926662757,116960655,12,609678644,638124,851529209,851317954
743,403370254,733690897,20,733778468,845037,851529209,426223811
744,539379601,406582221,7,879624985,245881,851529209,946360602
745,481469984,993022140,18,137461136,711514,342224351,838895531
746,44001175,596608693,20,764760550,116446,145169404,702400475
747,249878194,376684479,8,8462428,6795,342224351,636155064
748,694800618,928528011,23,689115140,695909,496218343,201736157
749,627669424,340707522,24,764823586,749142,145169404,964167378
750,552678364,638375376,8,575388227,26989,432434410,1003453672
751,407247402,333466212,0,204495862,213098,342224351,862572121
752,629903041,717448954,8,597191393,836366,145169404,842574864
753,130738142,797693169,17,654031705,811444,851529209,695064523
754,957588953,860856938,0,910367449,-56686,432434410,244832452
755,978226424,120341341,16,301791540,763194,851529209,1179259
756,1041592746,446056675,14,820737812,811699,496218343,793089144
757,954065780,878787803,3,976849859,933482,496218343,354377240
758,120971922,481197674,17,1073328226,635214,851529209,376082373
759,945150257,265904710,1,191450883,347759,342224351,993182435
760,469789580,699960812,2,717884114,288324,432434410,997803488
761,408922709,289904322,19,797968265,152596,432434410,787559277
762,452814932,544758595,11,496272729,376490,342224351,883476488
763,611272707,598730698,1,1002096201,265027,432434410,588589892
764,1056576566,104689586,16,354531189,206144,145169404,180174149
765,550450321,493370377,20,612407973,568333,496218343,82213079
766,1062048305,461531867,16,12226532,467755,432434410,706069783
767,280616867,43663981,17,504324278,764709,432434410,733662204
768,1002549545,441139053,18,927515586,961884,432434410,120694878
769,1058027228,350628341,5,758826541,595086,851529209,211823440
770,989708046,896964579,8,454031097,206679,496218343,466860631
771,747164818,959909440,23,466084079,746174,496218343,869739059
772,984931039,558861874,20,105573519,755516,145169404,27784968
773,62307608,927243049,8,1008371471,457824,342224351,517231576
774,935173343,887964828,11,102258250,-50637,851529209,33551281
775,429686186,409192468,17,911073394,137667,432434410,131849998
776,447671584,740922615,15,532979623,266901,496218343,905725450
777,595648423,172260358,20,1053088503,909752,496218343,546191708
778,1028606090,576599241,23,400915716,5243,145169404,20554516
779,272328046,770859042,5,358258078,-90248,851529209,14896671
780,316133426,1069321778,8,609289219,987412,342224351,926910039
781,92905959,920568910,18,738597475,640362,145169404,228579979
782,950949832,213109115,19,441418966,-32632,496218343,589120789
783,110147388,391147341,1,91119861,243632,342224351,825884494
784,262864634,948729342,14,103484245,317047,432434410,580031439
785,934156016,457326534,18,403982230,10814,432434410,899682417
786,790265067,346826606,13,958042321,40003,145169404,968096971
787,95091960,356269342,10,821090691,21216,496218343,1009383531
788,52837093,66418368,16,461837060,-33069,342224351,1021086680
789,770828112,708555076,9,168090890,603860,432434410,243772060
790,815668729,542040632,0,169130833,272498,432434410,880558843
791,893011017,191148971,13,917775438,369481,851529209,932624371
792,204995067,289521066,7,603764309,167246,496218343,73815087
793,606813895,296854884,0,547743289,207298,432434410,616177115
794,238269456,977038428,23,841387952,170950,342224351,400530856
795,691779243,804265325,14,966565739,844318,851529209,685091618
796,394972716,748218951,3,687931741,258423,851529209,318717140
797,953900819,615602095,0,415220758,306311,851529209,23006954
798,485891239,882840745,4,233204867,-39113,851529209,1025895916
799,984274765,948383794,12,320613063,226325,145169404,354909062
800,1060248130,833865579,14,410049251,944339,496218343,981850747
801,469725799,563204132,16,137887070,520732,342224351,693119523
802,485220384,865965997,0,589644049,137752,432434410,973901008
803,81889093,608720751,18,63751968,600309,432434410,837489412
804,275370625,205809939,24,313109180,343,496218343,449315354
805,890825575,602699398,10,69268387,51169,432434410,994106917
806,290728892,615783996,12,542780180,685928,342224351,396966741
807,749642053,330438019,17,205149324,192989,145169404,18337518
808,248854078,153772863,19,749187126,556193,432434410,994628471
809,866595983,592840944,16,524366133,-59423,851529209,318949621
810,988875119,399407571,9,649716744,963277,342224351,553119560
811,8881708,489718046,15,119262518,901002,432434410,286587752
812,118126786,331387837,17,183892681,342867,432434410,110434935
813,810328102,97823879,9,213234811,567347,851529209,943691704
814,253528421,874724492,15,46562749,401118,432434410,160264228
815,113135838,670137840,12,756785733,584133,851529209,140973998
816,189677306,479817482,24,309814312,923932,432434410,815405496
817,497243069,195049337,0,135050903,729764,145169404,157104350
818,174320837,461159541,20,60149501,-57439,432434410,452941858
819,815887737,231607123,12,192261995,215205,145169404,116718439
820,366456459,19483835,4,912542557,-61428,496218343,952088537
821,829960469,883391610,5,768621569,269142,342224351,20635430
822,441887510,353433273,13,831902935,73647,432434410,1018036091
823,842750708,964173592,0,714129385,73879,496218343,148641557
824,383889750,664157136,18,321267497,684029,496218343,1050401676
825,136941464,885929995,10,315923661,180901,851529209,923208790
826,852484200,687940565,13,105505687,893814,432434410,927063946
827,883646577,656646458,14,582616280,541120,851529209,24959802
828,692377985,955508,23,862297934,705968,432434410,944534996
829,534073374,659952927,8,1038031059,408656,145169404,30059876
830,812742925,546081249,23,686530104,777565,496218343,675296843
831,361806540,809244750,20,537247678,340149,496218343,928494807
832,132378119,283845136,19,59799586,-20149,851529209,816422408
833,199950537,802027124,6,502365731,-52614,342224351,724634205
834,519075289,1059502534,14,37796749,-97625,145169404,415312376
835,821856386,406236849,21,799395128,210681,432434410,1029857324
836,1016207963,907284692,12,840658163,918471,342224351,504026394
837,555347505,74994053,9,249316325,270129,432434410,550377332
838,196584234,959112030,5,150668161,160576,496218343,170993602
839,743749574,300528087,22,256495425,292478,851529209,811957608
840,943936789,501054348,22,316311376,679900,496218343,725335951
841,908154066,1067337566,9,1001548,88420,342224351,52627926
842,602151471,953867434,0,204199316,863549,342224351,707408348
843,17431895,249356041,14,986030198,67573,851529209,534534511
844,199242922,971400841,11,979831311,295490,432434410,976404236
845,130201342,471541319,13,984577176,689889,496218343,302380209
846,534633440,960929402,18,225124971,765073,145169404,532112524
847,481431119,472533334,23,870554605,482208,851529209,977639754
848,320130196,877743081,15,1002067356,568559,432434410,54582605
849,89745173,752549155,24,477604659,967064,145169404,10860337
850,429850728,588115204,22,906369929,757655,342224351,887143496
851,400817433,490688046,9,1028280160,114423,342224351,855065790
852,900790632,207973248,5,869958039,109898,496218343,186661827
853,453744121,528045804,2,118241280,-44473,145169404,609392783
854,508507208,12128457,0,17534291,339386,496218343,227499996
855,684695326,59154673,1,423741877,355049,432434410,23332737
856,745469683,22158185,15,992840111,698855,342224351,318847319
857,4080332,536108879,5,543662797,753716,496218343,704377553
858,964215390,588646092,8,235402221,-82937,432434410,592928415
859,169276250,532866907,17,793571873,673718,432434410,27943218
860,211661480,1000612564,12,271857616,683689,432434410,397814097
861,234626449,195463962,14,513077798,-33680,432434410,220251312
862,407939706,748304457,2,171133807,233892,145169404,929628091
863,840241352,997188647,3,946335088,527452,496218343,307083738
864,1042323747,1035786183,12,361196840,893276,496218343,207482004
865,60078192,59731279,9,305171478,301638,432434410,479273093
866,936753509,576976694,20,957444488,626588,342224351,244298055
867,335133716,188946098,14,798314475,568023,342224351,263633390
868,828814510,897645698,22,74190895,761648,342224351,37079295
869,466317848,234918853,2,22212809,122806,851529209,333932173
870,472707271,569930658,2,757334607,197076,432434410,339310137
871,361402588,68139348,20,180390172,-39589,851529209,651254835
872,541696857,547225171,17,1069770360,-85861,432434410,11627305
873,774762047,235235371,6,202970445,-79738,496218343,117997443
874,1019956525,609891685,0,263214028,539174,496218343,103445726
875,296970975,520630571,3,1063045250,-94928,342224351,215465192
876,996919869,97634406,20,777408246,436763,145169404,117262423
877,93134087,171142631,16,141772817,175533,145169404,348837080
878,518487567,1044885213,15,433450127,878153,342224351,1040202546
879,853584794,399832278,2,827370184,223519,851529209,103340024
880,902668984,220233649,8,169370524,-7763,342224351,746207163
881,216625138,980033870,4,1057778319,214171,342224351,421577408
882,385407347,282609266,2,296555418,165012,851529209,554974789
883,1024990631,154987588,3,787144514,47996,342224351,788901994
884,826966986,624971167,21,690339585,160160,342224351,360693013
885,936302505,420371779,5,1004362711,-95994,851529209,519469709
886,362144584,731112498,12,736597046,119433,496218343,580997202
887,711967371,447981089,1,165646889,700942,145169404,766450637
888,627389710,706917402,12,646774347,635804,851529209,1040264132
889,969422342,369252817,13,1071417818,363535,342224351,386641341
890,452539916,614665117,4,741687001,332921,432434410,153992212
891,15916486,556294612,11,607384712,603218,342224351,750150841
892,658781330,142655863,9,397266560,479997,342224351,492963321
893,825074574,2050850,13,217486142,825087,432434410,899305795
894,902002338,974391174,16,1066795346,448342,496218343,280069296
895,1030414840,730063081,0,256870204,90443,496218343,867167789
896,577321039,459133831,0,787596285,765972,496218343,26354409
897,850539169,739980469,6,50371048,199942,145169404,905091677
898,441925723,1026122009,3,428317551,813724,496218343,624648938
899,818817013,548935420,2,971021332,860553,342224351,609062880
900,505657208,1035848348,1,446635017,319539,432434410,329445497
901,443417186,381463241,12,331782965,93835,851529209,926143372
902,167958136,982818132,4,810211965,585848,496218343,668617652
903,1041785923,883668836,7,742928540,50923,342224351,356947071
904,225277442,49969307,5,1014499409,956282,432434410,427980573
905,59894796,1009908005,3,601166705,-60073,432434410,332285396
906,519059025,341740599,6,154143434,-61345,851529209,52021372
907,517588793,635248660,10,895460770,575131,851529209,828485546
908,543684530,825655180,12,1037437669,321596,496218343,828989866
909,436972062,814093873,24,240223924,556558,145169404,717398563
910,15538591,437685655,9,856517404,579469,432434410,542468706
911,862030609,666778170,13,391545630,636460,432434410,786051134
912,99175979,767173470,14,460818201,386136,342224351,609020047
913,681391504,58913874,14,97298141,693516,342224351,820491250
914,126236945,266205082,5,271877131,123079,145169404,978382254
915,126618824,1006758657,0,35423796,377653,496218343,227779998
916,375872142,928925633,23,858207931,13059,145169404,547895876
917,169748639,1000809721,1,382760274,367965,851529209,653982911
918,540057587,704836823,19,153301310,-15506,145169404,968202316
919,17555624,269567238,9,335133736,977496,145169404,894755410
920,405703867,826413486,2,123378595,99058,851529209,809474018
921,939754357,546757652,8,1026454495,365109,851529209,711223479
922,684343,273294775,7,732196227,386925,432434410,537748527
923,493395812,1009760255,11,653511032,746220,851529209,961108518
924,960742570,899970125,15,419267597,421253,432434410,555159269
925,843478171,847340994,10,526251891,193939,496218343,495389547
926,599004733,755157901,16,506958211,27450,496218343,661224573
927,999557669,468589400,17,260670029,241765,145169404,791250605
928,684119893,152591215,21,954684990,833070,851529209,209796183
929,236332020,770163246,23,845056418,407918,145169404,786650307
930,345188505,295445151,19,227003561,478720,342224351,422199799
931,1041903586,162447666,0,808229642,240969,432434410,593847595
932,454774273,343212840,13,215348422,655337,432434410,1007990842
933,492934491,937379914,14,419847592,854116,145169404,954754219
934,336735649,261308584,12,818516903,-59269,496218343,32261639
935,594763988,270451416,0,664640559,253125,145169404,1031062405
936,468506401,812689386,11,641033700,365090,145169404,803102397
937,598819500,34436072,23,416178201,66851,496218343,466719850
938,381126120,578278225,12,249239576,258452,432434410,1036290431
939,922967665,378126397,19,297869760,805951,342224351,200722525
940,694790562,164820780,19,590673651,25359,496218343,1013639904
941,825875728,120583548,19,767413675,299018,342224351,25110225
942,233198239,397908816,18,201847334,589817,851529209,340612184
943,1005723063,981983467,5,798443600,754105,342224351,76166167
944,316622377,332579622,4,20318278,945478,432434410,677267699
945,437972034,406274909,15,821053377,961539,432434410,538796504
946,408850210,365119897,21,1064892817,299073,342224351,763884531
947,1019902303,178724827,22,1000724302,409224,432434410,421083930
948,442027439,237421523,17,51858376,434689,496218343,376719746
949,661304216,660213329,2,934660391,534067,496218343,439002767
950,470262638,60830923,15,1018741371,960977,342224351,950539708
951,157898762,65512301,0,686804091,749947,342224351,563889986
952,376611932,403282964,24,243061260,371014,496218343,238750353
953,263521811,820832082,22,737104417,629206,432434410,465796311
954,453803341,514842199,19,609505271,574000,342224351,690821470
955,630489390,443784067,0,763888898,13831,496218343,135419657
956,739324510,4516786,20,974182220,158714,851529209,325257846
957,414842604,655167279,19,217812923,907668,342224351,147814846
958,654092837,689775272,5,155144582,179165,342224351,532563371
959,532930220,3772617,4,548879610,326614,342224351,159348658
960,38924142,380468189,4,788011779,193259,851529209,709392340
961,262610971,137215564,12,653143458,696368,145169404,982967080
962,498132980,208841489,4,510106649,755700,432434410,426820737
963,962210456,236073595,13,1068691642,255748,851529209,195534693
964,387068945,418611563,12,446626877,475658,342224351,1031819441
965,865672730,53758573,2,653989301,476880,145169404,213801019
966,272901088,73042368,8,977995146,128326,145169404,934601608
967,386561325,884296249,23,896473882,571041,432434410,593670518
968,577442039,238497102,0,810345453,892196,432434410,521811955
969,618134454,283450212,8,857762430,860162,432434410,853932063
970,1063190432,40233835,14,344578809,362360,145169404,997028664
971,117129457,313182429,1,22118395,391488,496218343,175955577
972,1070932037,848178544,4,474263951,445346,145169404,1044207136
973,847958146,349284095,0,542786106,322918,342224351,980586012
974,999383993,79648292,20,542193590,782610,851529209,471224073
975,485609706,697209415,16,107027787,436406,342224351,197391399
976,986254305,103140254,19,866761006,777285,432434410,350510466
977,733861607,889386157,2,873735587,31100,342224351,738300714
978,268432905,587407601,24,704596010,-5051,432434410,464614101
979,1023008699,470066137,18,1002318191,705513,145169404,1018271298
980,449873046,523921003,1,932146337,458633,496218343,645753072
981,69402388,155512884,18,988306358,338326,145169404,307324204
982,989627514,3043996,23,194580787,143755,342224351,661648782
983,350339921,144363909,7,215456782,290295,432434410,782206521
984,857953799,443083354,11,339217060,281197,496218343,379893826
985,1033071618,213570478,23,287918921,270121,851529209,843584921
986,397092171,906330386,1,308866697,17873,432434410,926283449
987,855415307,594135847,8,736421115,985064,496218343,160926771
988,144218964,559074138,3,745916753,774697,342224351,1063217482
989,423010531,612676661,10,179068679,545374,496218343,894347742
990,883155300,745062432,0,542651466,698849,432434410,932220437
991,93122617,774017465,21,172520819,653353,496218343,422593576
992,16807037,661359308,5,354237623,502775,145169404,296914082
993,385852040,39011599,7,127558713,842187,342224351,1052758448
994,808984030,211915642,16,358995116,746127,851529209,306675787
995,814580073,946916884,13,257744266,-34179,432434410,804163891
996,41886861,74449620,22,46617008,645078,496218343,932195762
997,709629300,248155576,17,162912080,36703,342224351,802962026
998,508465382,27694215,17,198254690,667920,145169404,1063345261
999,848749306,25779206,16,1072200287,40389,432434410,1069482215
1000,900993380,469605820,22,451867600,-88170,432434410,985670972
1001,387744646,72313361,21,229636611,714081,145169404,66912902
1002,239016262,861875310,10,489635403,369976,145169404,538734715
1003,284339847,352264729,21,580282901,789400,496218343,782972712
1004,546285966,80602214,8,717570520,151246,145169404,758954705
1005,893925996,815417260,13,374337444,779094,496218343,890168387
1006,990509105,796362274,12,52662765,744799,432434410,874519465
1007,217681991,354044669,9,709010751,734790,145169404,91849553
1008,428089503,244536631,2,6484338,819174,851529209,846415503
1009,795740250,1003084380,12,690731874,59450,432434410,13051538
1010,171315999,62700357,5,762849012,165278,496218343,615479899
1011,200927958,978253867,5,662211013,118894,432434410,1052016771
1012,877550510,305407620,4,689123009,442245,496218343,98083678
1013,447066741,59798346,15,430347478,-95153,432434410,688932142
