C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
145,674386938,90599228,13,551063862,974893,750198692,849587516,1095,145,777177650,17849124,34931,1030545334,139647776,0,629488871,1095,156,4,3,1300,1372995,6,1,146356532,777177650,34933,34989,34942,862871618,1001693018,185575827
145,674386938,90599228,13,551063862,974893,750198692,849587516,1095,145,777177650,17849124,34931,1030545334,139647776,0,629488871,1095,135,1,4,2800,2898364,8,3,146356532,777177650,34960,35019,34972,749443834,407419891,240482982
145,674386938,90599228,13,551063862,974893,750198692,849587516,1095,145,777177650,17849124,34931,1030545334,139647776,0,629488871,1095,112,2,5,4000,4048440,9,3,146356532,777177650,34988,35015,35010,106211174,431484053,334330545
145,674386938,90599228,13,551063862,974893,750198692,849587516,1095,145,777177650,17849124,34931,1030545334,139647776,0,629488871,1095,181,2,6,3700,4000366,7,8,146356532,777177650,34974,35014,34982,106211174,407419891,1048924315
140,1071069893,162594912,4,93375774,996315,797027742,984613515,1120,140,777177650,10795862,35739,1030545334,767302950,0,934345276,1120,178,8,1,1000,1078170,8,5,146356532,777177650,35779,35814,35785,749443834,431484053,347173297
140,1071069893,162594912,4,93375774,996315,797027742,984613515,1120,140,777177650,10795862,35739,1030545334,767302950,0,934345276,1120,20,1,2,4900,4508098,1,7,146356532,777177650,35796,35826,35802,862871618,250142940,489370046
140,1071069893,162594912,4,93375774,996315,797027742,984613515,1120,140,777177650,10795862,35739,1030545334,767302950,0,934345276,1120,76,6,3,2100,2049747,6,1,146356532,777177650,35804,35828,35812,785149710,1001693018,621855508
140,1071069893,162594912,4,93375774,996315,797027742,984613515,1120,140,777177650,10795862,35739,1030545334,767302950,0,934345276,1120,46,9,4,2200,2081288,9,8,146356532,777177650,35747,35818,35769,862871618,1001693018,808364381
140,1071069893,162594912,4,93375774,996315,797027742,984613515,1120,140,777177650,10795862,35739,1030545334,767302950,0,934345276,1120,83,4,5,1000,983079,7,8,146356532,777177650,35742,35825,35760,862871618,365042431,1038324655
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,168,3,1,4200,4486272,4,5,146356532,777177650,35492,35505,35501,749443834,407419891,113020864
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,161,10,2,2700,2865132,8,0,146356532,777177650,35556,35515,35562,106211174,431484053,192922561
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,157,5,3,1000,1057150,0,4,146356532,777177650,35535,35505,35550,862871618,250142940,1064550489
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,166,1,4,2900,3091864,2,1,146356532,777177650,35494,35520,35519,749443834,1001693018,810985703
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,30,9,5,4700,4371141,9,3,146356532,777177650,35545,35515,35562,785149710,944913022,1040939427
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,200,1,6,5000,5501000,6,3,146356532,777177650,35539,35475,35543,106211174,86983390,1043732024
29,183926022,535165640,0,240603373,761827,373412815,666015872,1121,29,777177650,24183788,35441,1030545334,648495959,0,592862156,1121,80,8,7,3700,3626296,6,1,146356532,777177650,35486,35491,35489,785149710,250142940,984012008
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,92,6,1,800,793672,10,6,146356532,777177650,35461,35521,35481,862871618,250142940,233754428
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,182,3,2,2900,3138322,5,4,146356532,777177650,35555,35525,35563,785149710,407419891,823774455
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,147,6,3,2500,2617850,9,1,146356532,777177650,35508,35490,35525,862871618,250142940,1036175649
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,106,9,4,4000,4024400,8,8,146356532,777177650,35466,35512,35484,106211174,1001693018,212884357
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,151,2,5,1500,1576725,5,3,146356532,777177650,35533,35502,35555,785149710,407419891,589391401
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,162,7,6,2400,2549184,4,1,146356532,777177650,35495,35479,35523,106211174,250142940,1057797346
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1122,121,777177650,17974747,35438,382018914,291364691,0,945635027,1122,1,6,7,3800,3423800,0,8,146356532,777177650,35451,35520,35475,106211174,86983390,278843816
73,434465220,889407255,0,853215548,428850,1028181460,61819317,1123,73,777177650,9325993,35278,1030545334,741617252,0,407455098,1123,12,2,1,1000,912010,5,8,146356532,777177650,35379,35340,35397,106211174,431484053,1070055748
73,434465220,889407255,0,853215548,428850,1028181460,61819317,1123,73,777177650,9325993,35278,1030545334,741617252,0,407455098,1123,178,8,2,3900,4204863,3,8,146356532,777177650,35300,35357,35310,749443834,1001693018,541137089
73,434465220,889407255,0,853215548,428850,1028181460,61819317,1123,73,777177650,9325993,35278,1030545334,741617252,0,407455098,1123,101,4,3,3800,3804180,3,8,146356532,777177650,35329,35340,35333,749443834,944913022,19102114
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,198,2,1,100,109819,9,8,146356532,777177650,36072,36068,36096,106211174,1001693018,930366734
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,6,1,2,1300,1177800,5,4,146356532,777177650,36041,36069,36066,749443834,407419891,773232243
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,93,5,3,3500,3475815,10,5,146356532,777177650,36122,36074,36152,862871618,365042431,354087121
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,50,1,4,2500,2375125,8,5,146356532,777177650,36010,36080,36016,106211174,431484053,486633979
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,75,5,5,3300,3217731,5,4,146356532,777177650,36085,36053,36092,862871618,407419891,235945783
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,27,6,6,4300,3986186,1,3,146356532,777177650,36055,36094,36076,785149710,431484053,8440473
80,389650020,602302662,0,655683936,738353,373412815,968924183,1124,80,777177650,14185897,36004,527479233,965207098,0,284188383,1124,95,6,7,100,99509,9,1,146356532,777177650,36073,36036,36078,106211174,86983390,590204593
25,100727655,648436056,12,1018750910,713370,373412815,1060628795,1125,25,330563436,8043838,34632,919150108,411115736,0,970979047,1125,133,4,1,400,413252,8,2,449642453,330563436,34676,34694,34696,106211174,431484053,612512767
25,100727655,648436056,12,1018750910,713370,373412815,1060628795,1125,25,330563436,8043838,34632,919150108,411115736,0,970979047,1125,138,9,2,2400,2491512,10,3,378580043,330563436,34728,34668,34748,785149710,365042431,426978532
25,100727655,648436056,12,1018750910,713370,373412815,1060628795,1125,25,330563436,8043838,34632,919150108,411115736,0,970979047,1125,122,7,3,2600,2657512,5,4,449642453,330563436,34752,34715,34761,785149710,86983390,254646585
25,100727655,648436056,12,1018750910,713370,373412815,1060628795,1125,25,330563436,8043838,34632,919150108,411115736,0,970979047,1125,98,1,4,2900,2894461,6,0,449642453,330563436,34665,34686,34676,749443834,250142940,379664318
145,674386938,90599228,13,551063862,974893,750198692,849587516,1126,145,777177650,5998231,35821,483467692,104230145,0,791236647,1126,36,2,1,4400,4118532,8,3,146356532,777177650,35920,35885,35942,106211174,86983390,643427404
145,674386938,90599228,13,551063862,974893,750198692,849587516,1126,145,777177650,5998231,35821,483467692,104230145,0,791236647,1126,58,3,2,700,670635,6,1,146356532,777177650,35915,35874,35934,785149710,431484053,756223195
145,674386938,90599228,13,551063862,974893,750198692,849587516,1126,145,777177650,5998231,35821,483467692,104230145,0,791236647,1126,147,10,3,1400,1465996,7,7,146356532,777177650,35900,35898,35925,749443834,86983390,597199203
58,27550083,786706686,13,655473108,647846,750198692,439669460,1127,58,777177650,10332091,34959,483467692,161751038,0,267087858,1127,43,10,1,3500,3300640,2,3,146356532,777177650,35026,35004,35048,106211174,86983390,375574790
58,27550083,786706686,13,655473108,647846,750198692,439669460,1127,58,777177650,10332091,34959,483467692,161751038,0,267087858,1127,110,5,2,3800,3838418,9,5,146356532,777177650,35008,35012,35027,749443834,250142940,462001818
58,27550083,786706686,13,655473108,647846,750198692,439669460,1127,58,777177650,10332091,34959,483467692,161751038,0,267087858,1127,20,1,3,2900,2668058,9,7,146356532,777177650,34960,35022,34981,749443834,1001693018,143899124
58,27550083,786706686,13,655473108,647846,750198692,439669460,1127,58,777177650,10332091,34959,483467692,161751038,0,267087858,1127,175,6,4,700,752619,7,5,146356532,777177650,35006,35003,35012,749443834,944913022,803531431
49,58080412,277187647,10,223001803,457393,373412815,529457660,1152,49,330563436,5177554,34558,483467692,286989915,0,916921648,1152,9,10,1,2300,2090700,6,4,449642453,330563436,34619,34627,34626,749443834,431484053,474803128
49,58080412,277187647,10,223001803,457393,373412815,529457660,1152,49,330563436,5177554,34558,483467692,286989915,0,916921648,1152,100,2,2,2500,2500250,4,8,378580043,330563436,34625,34593,34633,749443834,1001693018,221168054
49,58080412,277187647,10,223001803,457393,373412815,529457660,1152,49,330563436,5177554,34558,483467692,286989915,0,916921648,1152,42,9,3,600,565224,7,3,449642453,330563436,34673,34641,34691,749443834,944913022,45234855
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,86,7,1,1500,1479120,0,8,146356532,777177650,35177,35261,35182,862871618,407419891,61074073
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,169,8,2,5000,5345800,0,7,146356532,777177650,35241,35257,35249,785149710,1001693018,991385262
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,44,5,3,2500,2360100,0,5,146356532,777177650,35232,35242,35253,106211174,86983390,917043992
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,92,3,4,4300,4265987,1,0,146356532,777177650,35223,35215,35248,749443834,431484053,881506863
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,142,5,5,4500,4689630,0,2,146356532,777177650,35232,35234,35247,862871618,365042431,408646344
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,136,7,6,2600,2693938,2,3,146356532,777177650,35291,35256,35314,106211174,431484053,436475253
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,1153,121,777177650,22072797,35171,527479233,744100618,0,939514904,1153,192,4,7,500,546095,2,3,146356532,777177650,35186,35226,35211,862871618,944913022,348154031
37,437932211,281174195,8,976120545,-91775,373412815,601784656,1154,37,330563436,19241785,33647,382018914,941678656,0,742275746,1154,143,10,1,3100,3233734,6,6,449642453,330563436,33709,33718,33739,785149710,365042431,333729277
37,437932211,281174195,8,976120545,-91775,373412815,601784656,1154,37,330563436,19241785,33647,382018914,941678656,0,742275746,1154,148,7,2,5000,5240700,7,6,449642453,330563436,33714,33713,33723,106211174,86983390,500394455
37,437932211,281174195,8,976120545,-91775,373412815,601784656,1154,37,330563436,19241785,33647,382018914,941678656,0,742275746,1154,97,1,3,500,498545,9,4,449642453,330563436,33760,33729,33788,749443834,431484053,928765166
37,437932211,281174195,8,976120545,-91775,373412815,601784656,1154,37,330563436,19241785,33647,382018914,941678656,0,742275746,1154,1,2,4,3500,3153500,0,7,449642453,330563436,33691,33694,33713,749443834,86983390,701727248
37,437932211,281174195,8,976120545,-91775,373412815,601784656,1154,37,330563436,19241785,33647,382018914,941678656,0,742275746,1154,36,2,5,1800,1684854,2,3,449642453,330563436,33658,33685,33681,862871618,1001693018,561580572
37,437932211,281174195,8,976120545,-91775,373412815,601784656,1154,37,330563436,19241785,33647,382018914,941678656,0,742275746,1154,196,8,6,5000,5480950,6,3,449642453,330563436,33665,33693,33693,862871618,86983390,430103926
149,214351635,185516839,19,978252470,895965,701940545,969008612,1155,149,777177650,12690281,35707,919150108,107545465,0,955701337,1155,70,1,1,400,388028,9,5,146356532,777177650,35720,35771,35734,749443834,407419891,657859172
149,214351635,185516839,19,978252470,895965,701940545,969008612,1155,149,777177650,12690281,35707,919150108,107545465,0,955701337,1155,196,9,2,3900,4275141,8,5,146356532,777177650,35822,35796,35825,785149710,86983390,832361913
149,214351635,185516839,19,978252470,895965,701940545,969008612,1155,149,777177650,12690281,35707,919150108,107545465,0,955701337,1155,147,4,3,2300,2408422,8,3,146356532,777177650,35756,35760,35768,749443834,944913022,188082142
149,214351635,185516839,19,978252470,895965,701940545,969008612,1155,149,777177650,12690281,35707,919150108,107545465,0,955701337,1155,140,1,4,1200,1248168,1,6,146356532,777177650,35733,35796,35751,749443834,250142940,799715317
149,214351635,185516839,19,978252470,895965,701940545,969008612,1155,149,777177650,12690281,35707,919150108,107545465,0,955701337,1155,5,2,5,4900,4434500,4,8,146356532,777177650,35769,35792,35770,106211174,365042431,752698192
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,87,8,1,1500,1480620,7,6,146356532,777177650,35418,35431,35438,862871618,365042431,308210226
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,33,4,2,2100,1959363,2,8,146356532,777177650,35374,35442,35400,106211174,365042431,1048431540
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,12,2,3,2900,2644829,9,6,146356532,777177650,35452,35423,35463,749443834,86983390,752773758
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,172,3,4,4200,4503114,2,0,146356532,777177650,35446,35440,35472,106211174,1001693018,118162277
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,74,4,5,4900,4772943,4,1,146356532,777177650,35383,35399,35402,785149710,365042431,401612288
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,195,9,6,4200,4599798,2,6,146356532,777177650,35455,35437,35456,749443834,431484053,310482608
133,727108991,150278347,17,63836414,231467,701940545,136299243,1156,133,777177650,21768281,35355,382018914,690212932,0,989649096,1156,47,6,7,2000,1894080,8,7,146356532,777177650,35429,35434,35444,785149710,431484053,487767457
97,135469562,256852182,17,351137718,216448,701940545,611744579,1157,97,777177650,8539406,35807,483467692,252901601,0,173582142,1157,49,2,1,1600,1518464,6,0,146356532,777177650,35895,35861,35906,749443834,431484053,117918306
97,135469562,256852182,17,351137718,216448,701940545,611744579,1157,97,777177650,8539406,35807,483467692,252901601,0,173582142,1157,83,4,2,400,393232,10,5,146356532,777177650,35848,35882,35876,749443834,407419891,839404685
97,135469562,256852182,17,351137718,216448,701940545,611744579,1157,97,777177650,8539406,35807,483467692,252901601,0,173582142,1157,48,7,3,800,758432,2,0,146356532,777177650,35877,35868,35881,106211174,1001693018,956373586
97,135469562,256852182,17,351137718,216448,701940545,611744579,1157,97,777177650,8539406,35807,483467692,252901601,0,173582142,1157,77,8,4,4600,4494522,7,8,146356532,777177650,35902,35865,35906,106211174,944913022,750134589
97,135469562,256852182,17,351137718,216448,701940545,611744579,1157,97,777177650,8539406,35807,483467692,252901601,0,173582142,1157,160,5,5,1400,1484224,3,3,146356532,777177650,35900,35855,35914,106211174,944913022,770317042
142,751324000,336190979,9,902918100,220981,701940545,146309777,1158,142,777177650,3107551,35244,919150108,489636451,0,1049936183,1158,45,2,1,500,472520,2,4,146356532,777177650,35356,35274,35381,785149710,365042431,331235390
142,751324000,336190979,9,902918100,220981,701940545,146309777,1158,142,777177650,3107551,35244,919150108,489636451,0,1049936183,1158,157,9,2,2300,2431445,0,8,146356532,777177650,35357,35294,35367,785149710,431484053,949673113
70,440536228,805356326,22,581489182,486752,373412815,477075751,1159,70,330563436,5555368,33863,1030545334,734331529,0,536644982,1159,109,10,1,3900,3935490,1,0,449642453,330563436,33926,33903,33954,862871618,944913022,224319907
70,440536228,805356326,22,581489182,486752,373412815,477075751,1159,70,330563436,5555368,33863,1030545334,734331529,0,536644982,1159,96,9,2,700,697263,8,0,449642453,330563436,33931,33902,33956,106211174,365042431,218131867
70,440536228,805356326,22,581489182,486752,373412815,477075751,1159,70,330563436,5555368,33863,1030545334,734331529,0,536644982,1159,98,10,3,1100,1097899,10,3,378580043,330563436,33945,33943,33954,749443834,431484053,630374827
89,468529770,948964647,14,106551305,153076,373412815,1009632679,1184,89,777177650,3970029,35727,527479233,479437781,0,657978112,1184,47,4,1,2700,2557008,1,0,146356532,777177650,35803,35764,35830,862871618,1001693018,378405179
89,468529770,948964647,14,106551305,153076,373412815,1009632679,1184,89,777177650,3970029,35727,527479233,479437781,0,657978112,1184,147,10,2,400,418856,4,3,146356532,777177650,35787,35817,35811,749443834,250142940,569992313
89,468529770,948964647,14,106551305,153076,373412815,1009632679,1184,89,777177650,3970029,35727,527479233,479437781,0,657978112,1184,164,5,3,700,744912,5,0,146356532,777177650,35838,35799,35863,785149710,86983390,151387881
89,468529770,948964647,14,106551305,153076,373412815,1009632679,1184,89,777177650,3970029,35727,527479233,479437781,0,657978112,1184,126,9,4,300,307836,2,5,146356532,777177650,35808,35781,35826,106211174,1001693018,622866229
74,143931784,785736687,4,167482150,276443,797027742,1043943576,1185,74,330563436,4703321,33838,527479233,1052162117,0,544525730,1185,72,1,1,800,777656,1,6,449642453,330563436,33941,33880,33964,749443834,431484053,819030522
74,143931784,785736687,4,167482150,276443,797027742,1043943576,1185,74,330563436,4703321,33838,527479233,1052162117,0,544525730,1185,31,2,2,2800,2606884,7,6,449642453,330563436,33869,33882,33885,749443834,1001693018,1000283134
74,143931784,785736687,4,167482150,276443,797027742,1043943576,1185,74,330563436,4703321,33838,527479233,1052162117,0,544525730,1185,190,1,3,1200,1308228,5,6,378580043,330563436,33887,33871,33917,106211174,1001693018,23888003
59,423000473,655613612,1,237474603,345860,797027742,1021373874,1186,59,777177650,8202617,35290,483467692,90557431,0,40047180,1186,3,4,1,2800,2528400,8,7,146356532,777177650,35405,35353,35412,862871618,86983390,596604908
59,423000473,655613612,1,237474603,345860,797027742,1021373874,1186,59,777177650,8202617,35290,483467692,90557431,0,40047180,1186,92,5,2,1100,1091299,7,5,146356532,777177650,35339,35357,35353,749443834,365042431,610543695
59,423000473,655613612,1,237474603,345860,797027742,1021373874,1186,59,777177650,8202617,35290,483467692,90557431,0,40047180,1186,101,2,3,2000,2002200,7,7,146356532,777177650,35295,35359,35311,785149710,944913022,524002789
59,423000473,655613612,1,237474603,345860,797027742,1021373874,1186,59,777177650,8202617,35290,483467692,90557431,0,40047180,1186,106,7,4,2700,2716470,6,4,146356532,777177650,35344,35373,35345,862871618,407419891,728404057
134,987180522,314377204,11,814495129,460889,1028181460,724055480,1187,134,330563436,8594802,33926,1030545334,652618348,0,569414667,1187,178,6,1,2900,3126693,1,4,378580043,330563436,33946,34007,33965,862871618,250142940,3438142
134,987180522,314377204,11,814495129,460889,1028181460,724055480,1187,134,330563436,8594802,33926,1030545334,652618348,0,569414667,1187,131,7,2,1500,1546695,3,4,449642453,330563436,33958,33980,33968,106211174,86983390,703617715
134,987180522,314377204,11,814495129,460889,1028181460,724055480,1187,134,330563436,8594802,33926,1030545334,652618348,0,569414667,1187,78,8,3,4000,3912280,8,6,378580043,330563436,34031,33967,34038,106211174,86983390,943548845
20,734211847,858441707,22,532339678,760340,373412815,898330984,1188,20,777177650,5465507,35164,919150108,574398530,0,19061371,1188,115,9,1,200,203022,0,4,146356532,777177650,35205,35206,35220,785149710,250142940,474758149
20,734211847,858441707,22,532339678,760340,373412815,898330984,1188,20,777177650,5465507,35164,919150108,574398530,0,19061371,1188,113,4,2,900,911799,1,8,146356532,777177650,35279,35218,35294,106211174,1001693018,672336469
20,734211847,858441707,22,532339678,760340,373412815,898330984,1188,20,777177650,5465507,35164,919150108,574398530,0,19061371,1188,179,10,3,4100,4424597,7,4,146356532,777177650,35243,35204,35265,862871618,86983390,952480495
46,1031476016,349807479,6,214799933,574459,701940545,715635951,1189,46,330563436,7101799,34431,382018914,354724747,0,753660951,1189,51,2,1,2300,2187415,6,0,378580043,330563436,34538,34490,34546,785149710,944913022,950320158
46,1031476016,349807479,6,214799933,574459,701940545,715635951,1189,46,330563436,7101799,34431,382018914,354724747,0,753660951,1189,105,2,2,3200,3216320,9,2,378580043,330563436,34458,34516,34467,862871618,944913022,769039952
46,1031476016,349807479,6,214799933,574459,701940545,715635951,1189,46,330563436,7101799,34431,382018914,354724747,0,753660951,1189,57,5,3,2200,2105510,5,3,378580043,330563436,34492,34512,34506,749443834,86983390,958393299
13,604412387,149744725,3,876397724,385734,1028181460,569481573,1190,13,777177650,3104339,35503,527479233,475988087,0,707632881,1190,84,5,1,3200,3149056,7,6,146356532,777177650,35556,35535,35580,785149710,944913022,886518761
112,393301874,810229851,19,328341035,295335,373412815,902998973,1191,112,777177650,2862304,35008,1030545334,713327920,0,989522327,1191,49,6,1,2900,2752216,0,4,146356532,777177650,35086,35090,35110,785149710,365042431,1011371291
122,923228950,213498536,3,201655413,786546,750198692,246182460,1216,122,330563436,6805657,33943,527479233,262444779,0,873424748,1216,97,1,1,800,797672,3,4,378580043,330563436,33999,34032,34006,862871618,86983390,623518280
122,923228950,213498536,3,201655413,786546,750198692,246182460,1216,122,330563436,6805657,33943,527479233,262444779,0,873424748,1216,75,3,2,4800,4680336,10,1,378580043,330563436,33984,33999,34011,785149710,407419891,575049057
122,923228950,213498536,3,201655413,786546,750198692,246182460,1216,122,330563436,6805657,33943,527479233,262444779,0,873424748,1216,42,3,3,1800,1695672,0,3,449642453,330563436,33987,33995,34000,785149710,431484053,190652585
7,869715114,493982216,18,938098801,956195,701940545,434871067,1217,7,330563436,4098208,33718,483467692,649013128,0,823090503,1217,60,5,1,4500,4320270,7,2,449642453,330563436,33784,33776,33789,785149710,365042431,147195199
10,798437489,808791061,5,205635831,275354,750198692,908197369,1218,10,330563436,9983447,34503,483467692,657883030,0,316725875,1218,140,6,1,1600,1664224,4,7,449642453,330563436,34509,34551,34513,862871618,944913022,457753426
10,798437489,808791061,5,205635831,275354,750198692,908197369,1218,10,330563436,9983447,34503,483467692,657883030,0,316725875,1218,94,6,2,4100,4075769,6,6,378580043,330563436,34548,34549,34555,862871618,407419891,835990037
10,798437489,808791061,5,205635831,275354,750198692,908197369,1218,10,330563436,9983447,34503,483467692,657883030,0,316725875,1218,48,7,3,4400,4171376,7,6,449642453,330563436,34610,34578,34635,785149710,86983390,935129052
10,798437489,808791061,5,205635831,275354,750198692,908197369,1218,10,330563436,9983447,34503,483467692,657883030,0,316725875,1218,42,9,4,100,94204,1,8,378580043,330563436,34590,34582,34608,785149710,86983390,523004170
28,1041654592,529526520,8,1042000024,100718,373412815,322356013,1219,28,777177650,1016356,34975,1030545334,321496747,0,810403724,1219,132,3,1,600,619278,8,4,146356532,777177650,35014,35055,35019,106211174,431484053,345694184
28,1041654592,529526520,8,1042000024,100718,373412815,322356013,1219,28,777177650,1016356,34975,1030545334,321496747,0,810403724,1219,129,4,2,400,411647,1,4,146356532,777177650,35025,35023,35038,862871618,407419891,547784212
49,58080412,277187647,10,223001803,457393,373412815,529457660,1220,49,777177650,12215714,35304,382018914,630989643,0,71507688,1220,169,4,1,2500,2672900,10,3,146356532,777177650,35351,35374,35373,785149710,1001693018,410886529
49,58080412,277187647,10,223001803,457393,373412815,529457660,1220,49,777177650,12215714,35304,382018914,630989643,0,71507688,1220,160,5,2,3600,3816576,1,2,146356532,777177650,35407,35381,35435,785149710,407419891,851336332
49,58080412,277187647,10,223001803,457393,373412815,529457660,1220,49,777177650,12215714,35304,382018914,630989643,0,71507688,1220,37,8,3,300,281109,8,6,146356532,777177650,35312,35370,35316,785149710,1001693018,123371874
49,58080412,277187647,10,223001803,457393,373412815,529457660,1220,49,777177650,12215714,35304,382018914,630989643,0,71507688,1220,6,1,4,3600,3261600,7,3,146356532,777177650,35409,35339,35412,862871618,86983390,123262158
49,58080412,277187647,10,223001803,457393,373412815,529457660,1220,49,777177650,12215714,35304,382018914,630989643,0,71507688,1220,49,2,5,2500,2372600,3,8,146356532,777177650,35317,35345,35331,749443834,250142940,6513287
14,959061040,122146912,1,339030647,526630,373412815,789218819,1221,14,330563436,11739716,33711,483467692,1036948298,0,652667299,1221,81,2,1,4300,4218644,5,5,378580043,330563436,33775,33798,33803,749443834,944913022,381158571
14,959061040,122146912,1,339030647,526630,373412815,789218819,1221,14,330563436,11739716,33711,483467692,1036948298,0,652667299,1221,170,1,2,1200,1284204,0,8,378580043,330563436,33821,33777,33827,785149710,365042431,820422440
14,959061040,122146912,1,339030647,526630,373412815,789218819,1221,14,330563436,11739716,33711,483467692,1036948298,0,652667299,1221,69,6,3,300,290718,10,8,378580043,330563436,33784,33757,33810,785149710,86983390,42277609
14,959061040,122146912,1,339030647,526630,373412815,789218819,1221,14,330563436,11739716,33711,483467692,1036948298,0,652667299,1221,120,10,4,4100,4182492,6,2,449642453,330563436,33720,33785,33741,106211174,250142940,180979069
14,959061040,122146912,1,339030647,526630,373412815,789218819,1221,14,330563436,11739716,33711,483467692,1036948298,0,652667299,1221,108,1,5,1300,1310530,10,0,378580043,330563436,33815,33782,33841,862871618,365042431,910399511
14,959061040,122146912,1,339030647,526630,373412815,789218819,1221,14,330563436,11739716,33711,483467692,1036948298,0,652667299,1221,85,6,6,700,689556,8,6,449642453,330563436,33780,33769,33806,862871618,250142940,493205572
10,798437489,808791061,5,205635831,275354,750198692,908197369,1222,10,330563436,4762394,34003,1030545334,235956276,0,493965189,1222,72,10,1,1200,1166484,9,2,449642453,330563436,34010,34040,34038,862871618,250142940,1062419985
10,798437489,808791061,5,205635831,275354,750198692,908197369,1222,10,330563436,4762394,34003,1030545334,235956276,0,493965189,1222,159,7,2,1200,1270980,8,1,449642453,330563436,34092,34053,34105,862871618,1001693018,221074210
