S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT,N1_N_NATIONKEY,N1_N_NAME,N1_N_REGIONKEY,N1_N_COMMENT,N2_N_NATIONKEY,N2_N_NAME,N2_N_REGIONKEY,N2_N_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
9,895777001,658451645,10,73320802,530237,726765942,10,185743883,4,261867689,13,1024595404,4,976014296,145,674386938,90599228,13,551063862,974893,750198692,849587516
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,14,188440933,0,29958364,89,468529770,948964647,14,106551305,153076,373412815,1009632679
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,14,188440933,0,29958364,114,153518526,420731790,14,296030952,102746,373412815,483223115
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,14,188440933,0,29958364,89,468529770,948964647,14,106551305,153076,373412815,1009632679
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,14,188440933,0,29958364,114,153518526,420731790,14,296030952,102746,373412815,483223115
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,14,188440933,0,29958364,89,468529770,948964647,14,106551305,153076,373412815,1009632679
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,14,188440933,0,29958364,114,153518526,420731790,14,296030952,102746,373412815,483223115
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,1,344882864,682453024,15,684099442,71156,1028181460,960303019
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,32,42617135,948840554,15,120905608,347153,1028181460,156874928
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,34,3104980,1067983329,15,829251106,858970,750198692,421313236
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,53,1039100764,494421651,15,378811987,411364,750198692,860477758
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,79,620373923,918253789,15,1003789897,512128,797027742,999752886
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,95,516470774,709679413,15,640996999,532738,797027742,363255963
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,99,794810505,699092591,15,91343235,408865,750198692,410817534
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,15,962519746,0,265433381,107,392705759,421077337,15,489730719,251415,701940545,177090971
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,1,344882864,682453024,15,684099442,71156,1028181460,960303019
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,32,42617135,948840554,15,120905608,347153,1028181460,156874928
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,34,3104980,1067983329,15,829251106,858970,750198692,421313236
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,53,1039100764,494421651,15,378811987,411364,750198692,860477758
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,79,620373923,918253789,15,1003789897,512128,797027742,999752886
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,95,516470774,709679413,15,640996999,532738,797027742,363255963
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,99,794810505,699092591,15,91343235,408865,750198692,410817534
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,15,962519746,0,265433381,107,392705759,421077337,15,489730719,251415,701940545,177090971
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,1,344882864,682453024,15,684099442,71156,1028181460,960303019
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,32,42617135,948840554,15,120905608,347153,1028181460,156874928
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,34,3104980,1067983329,15,829251106,858970,750198692,421313236
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,53,1039100764,494421651,15,378811987,411364,750198692,860477758
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,79,620373923,918253789,15,1003789897,512128,797027742,999752886
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,95,516470774,709679413,15,640996999,532738,797027742,363255963
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,99,794810505,699092591,15,91343235,408865,750198692,410817534
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,15,962519746,0,265433381,107,392705759,421077337,15,489730719,251415,701940545,177090971
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,44,887943873,42803029,16,1039187690,731594,701940545,799104151
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,88,953471690,697688042,16,79260142,803144,701940545,482661569
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,90,653318838,521996478,16,768530439,735423,1028181460,214269665
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,109,801531451,535507939,16,73678354,-71610,1028181460,749445956
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,116,298634164,338973376,16,415140788,840399,1028181460,976257529
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,137,623328853,1057340552,16,701050650,783830,750198692,1000140840
2,549623314,849027485,5,58126162,403268,958596215,5,529057841,0,890382161,16,955736169,0,65419046,143,865809474,155019022,16,540667147,218650,797027742,962123771
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,44,887943873,42803029,16,1039187690,731594,701940545,799104151
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,88,953471690,697688042,16,79260142,803144,701940545,482661569
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,90,653318838,521996478,16,768530439,735423,1028181460,214269665
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,109,801531451,535507939,16,73678354,-71610,1028181460,749445956
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,116,298634164,338973376,16,415140788,840399,1028181460,976257529
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,137,623328853,1057340552,16,701050650,783830,750198692,1000140840
4,829353804,938198330,15,991041614,464108,693080424,15,962519746,0,265433381,16,955736169,0,65419046,143,865809474,155019022,16,540667147,218650,797027742,962123771
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,44,887943873,42803029,16,1039187690,731594,701940545,799104151
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,88,953471690,697688042,16,79260142,803144,701940545,482661569
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,90,653318838,521996478,16,768530439,735423,1028181460,214269665
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,109,801531451,535507939,16,73678354,-71610,1028181460,749445956
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,116,298634164,338973376,16,415140788,840399,1028181460,976257529
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,137,623328853,1057340552,16,701050650,783830,750198692,1000140840
6,564123676,816784291,14,177982233,136579,447900922,14,188440933,0,29958364,16,955736169,0,65419046,143,865809474,155019022,16,540667147,218650,797027742,962123771
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,8,922454654,11853917,17,342305859,681974,1028181460,844824201
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,33,1050330417,681023168,17,678408199,-7856,701940545,233884410
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,35,838315206,970339776,17,936827836,122824,750198692,831183110
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,61,754492610,99266246,17,63893436,153624,373412815,1071371457
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,77,824012780,958172237,17,860353878,173887,1028181460,653253715
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,97,135469562,256852182,17,351137718,216448,701940545,611744579
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,17,145165669,1,127423842,133,727108991,150278347,17,63836414,231467,701940545,136299243
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,8,922454654,11853917,17,342305859,681974,1028181460,844824201
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,33,1050330417,681023168,17,678408199,-7856,701940545,233884410
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,35,838315206,970339776,17,936827836,122824,750198692,831183110
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,61,754492610,99266246,17,63893436,153624,373412815,1071371457
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,77,824012780,958172237,17,860353878,173887,1028181460,653253715
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,97,135469562,256852182,17,351137718,216448,701940545,611744579
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,17,145165669,1,127423842,133,727108991,150278347,17,63836414,231467,701940545,136299243
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,8,922454654,11853917,17,342305859,681974,1028181460,844824201
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,33,1050330417,681023168,17,678408199,-7856,701940545,233884410
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,35,838315206,970339776,17,936827836,122824,750198692,831183110
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,61,754492610,99266246,17,63893436,153624,373412815,1071371457
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,77,824012780,958172237,17,860353878,173887,1028181460,653253715
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,97,135469562,256852182,17,351137718,216448,701940545,611744579
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,17,145165669,1,127423842,133,727108991,150278347,17,63836414,231467,701940545,136299243
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,8,922454654,11853917,17,342305859,681974,1028181460,844824201
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,33,1050330417,681023168,17,678408199,-7856,701940545,233884410
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,35,838315206,970339776,17,936827836,122824,750198692,831183110
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,61,754492610,99266246,17,63893436,153624,373412815,1071371457
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,77,824012780,958172237,17,860353878,173887,1028181460,653253715
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,97,135469562,256852182,17,351137718,216448,701940545,611744579
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,121,1022863173,231361516,17,736496255,642832,1028181460,1027337841
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,17,145165669,1,127423842,133,727108991,150278347,17,63836414,231467,701940545,136299243
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,19,265967242,3,771550216,43,478796485,934229825,19,568927324,990428,797027742,601147576
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,19,265967242,3,771550216,102,439683675,457889710,19,539126985,846217,1028181460,402880984
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,19,265967242,3,771550216,112,393301874,810229851,19,328341035,295335,373412815,902998973
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,19,265967242,3,771550216,125,92991123,67914840,19,355422631,-23412,373412815,525899414
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,19,265967242,3,771550216,135,150421830,825760544,19,658066008,873291,373412815,100118401
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,19,265967242,3,771550216,149,214351635,185516839,19,978252470,895965,701940545,969008612
5,64952534,366176741,11,103869805,-28383,275262022,11,319240162,4,108891028,20,649759269,4,75182531,6,731495698,4216090,20,983329100,763857,701940545,342509650
5,64952534,366176741,11,103869805,-28383,275262022,11,319240162,4,108891028,20,649759269,4,75182531,81,661888009,246121027,20,769190578,202371,1028181460,612521615
5,64952534,366176741,11,103869805,-28383,275262022,11,319240162,4,108891028,20,649759269,4,75182531,100,680582292,278848172,20,961971707,988989,373412815,932507320
9,895777001,658451645,10,73320802,530237,726765942,10,185743883,4,261867689,20,649759269,4,75182531,6,731495698,4216090,20,983329100,763857,701940545,342509650
9,895777001,658451645,10,73320802,530237,726765942,10,185743883,4,261867689,20,649759269,4,75182531,81,661888009,246121027,20,769190578,202371,1028181460,612521615
9,895777001,658451645,10,73320802,530237,726765942,10,185743883,4,261867689,20,649759269,4,75182531,100,680582292,278848172,20,961971707,988989,373412815,932507320
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,20,734211847,858441707,22,532339678,760340,373412815,898330984
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,26,301541191,18181266,22,21206933,518205,701940545,834282321
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,66,902253673,454768570,22,586186,24277,750198692,135559007
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,70,440536228,805356326,22,581489182,486752,373412815,477075751
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,83,227218852,409881118,22,867008864,646351,1028181460,383845443
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,111,678303434,847033641,22,984252908,650526,797027742,588907014
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,22,125649403,3,891732657,126,507718371,573397685,22,121676716,100139,750198692,349422368
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,23,536896580,3,94114815,11,732482108,436872609,23,274108524,-27260,1028181460,230725263
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,23,536896580,3,94114815,15,494700658,9266525,23,737759104,278852,750198692,744366833
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,23,536896580,3,94114815,31,855445084,1027402851,23,969728011,523689,750198692,449809331
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,23,536896580,3,94114815,65,281052985,65225523,23,531840509,879516,701940545,1044095204
7,11315813,791810943,23,1051077640,682035,798884201,23,536896580,3,94114815,23,536896580,3,94114815,87,820503995,863203704,23,274470524,632754,373412815,953055338
1,792906294,317827973,17,971385163,575594,622797579,17,145165669,1,127423842,24,905006152,1,295815377,117,384063702,985671822,24,541752539,395083,373412815,870291770
3,458785,31140224,1,73682198,419239,154263564,1,559044011,1,1004765669,24,905006152,1,295815377,117,384063702,985671822,24,541752539,395083,373412815,870291770
8,292608994,956262271,17,801108420,762785,918253410,17,145165669,1,127423842,24,905006152,1,295815377,117,384063702,985671822,24,541752539,395083,373412815,870291770
10,327251235,437448823,24,477752411,389191,626155487,24,905006152,1,295815377,24,905006152,1,295815377,117,384063702,985671822,24,541752539,395083,373412815,870291770
